"date","apparentTemperatureMax","apparentTemperatureMin","sunsetTimeHour","weekday","season","Acorn","cloudCover","humidity","visibility","month","energy_sum"
2014-02-09,3.91,1.38,"17","7","winter","ACORN-K",0.52,0.66,12.71,"2",12.6451200093333
2014-02-09,3.91,1.38,"17","7","winter","ACORN-L",0.52,0.66,12.71,"2",12.152933122293
2014-02-09,3.91,1.38,"17","7","winter","ACORN-M",0.52,0.66,12.71,"2",12.1294854368932
2014-02-09,3.91,1.38,"17","7","winter","ACORN-N",0.52,0.66,12.71,"2",10.7647500027778
2014-02-09,3.91,1.38,"17","7","winter","ACORN-O",0.52,0.66,12.71,"2",10.6189456597826
2014-02-09,3.91,1.38,"17","7","winter","ACORN-P",0.52,0.66,12.71,"2",7.34527722673267
2014-02-09,3.91,1.38,"17","7","winter","ACORN-Q",0.52,0.66,12.71,"2",8.87215845565912
2014-02-09,3.91,1.38,"17","7","winter","ACORN-U",0.52,0.66,12.71,"2",12.2669772681818
2012-02-14,5.84,1.06,"17","2","winter","ACORN-A",0.57,0.76,12.73,"2",15.77900000625
2012-02-14,5.84,1.06,"17","2","winter","ACORN-B",0.57,0.76,12.73,"2",4.63
2012-02-14,5.84,1.06,"17","2","winter","ACORN-C",0.57,0.76,12.73,"2",14.0341818272727
2012-02-14,5.84,1.06,"17","2","winter","ACORN-D",0.57,0.76,12.73,"2",14.1128181690909
2012-02-14,5.84,1.06,"17","2","winter","ACORN-E",0.57,0.76,12.73,"2",15.2592996407666
2012-02-14,5.84,1.06,"17","2","winter","ACORN-F",0.57,0.76,12.73,"2",11.2265416739583
2012-02-14,5.84,1.06,"17","2","winter","ACORN-G",0.57,0.76,12.73,"2",12.654320036
2012-02-14,5.84,1.06,"17","2","winter","ACORN-H",0.57,0.76,12.73,"2",11.7273000233333
2012-02-14,5.84,1.06,"17","2","winter","ACORN-I",0.57,0.76,12.73,"2",12.473
2012-02-14,5.84,1.06,"17","2","winter","ACORN-J",0.57,0.76,12.73,"2",21.9838570928571
2012-02-14,5.84,1.06,"17","2","winter","ACORN-K",0.57,0.76,12.73,"2",12.0352222277778
2012-02-14,5.84,1.06,"17","2","winter","ACORN-L",0.57,0.76,12.73,"2",14.9086296518519
2012-02-14,5.84,1.06,"17","2","winter","ACORN-M",0.57,0.76,12.73,"2",14.01939998
2012-02-14,5.84,1.06,"17","2","winter","ACORN-N",0.57,0.76,12.73,"2",12.4872856857143
2012-02-14,5.84,1.06,"17","2","winter","ACORN-O",0.57,0.76,12.73,"2",11.47519998
2012-02-14,5.84,1.06,"17","2","winter","ACORN-P",0.57,0.76,12.73,"2",4.37854545454545
2012-02-14,5.84,1.06,"17","2","winter","ACORN-Q",0.57,0.76,12.73,"2",11.763185557732
2012-02-14,5.84,1.06,"17","2","winter","ACORN-U",0.57,0.76,12.73,"2",12.2601666666667
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-A",0.13,0.76,12.78,"2",20.6847841791367
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-B",0.13,0.76,12.78,"2",13.5838695695652
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-C",0.13,0.76,12.78,"2",12.9844130391304
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-D",0.13,0.76,12.78,"2",14.4921725494118
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-E",0.13,0.76,12.78,"2",11.9498111424023
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-F",0.13,0.76,12.78,"2",10.8095119224165
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-G",0.13,0.76,12.78,"2",12.4678795853403
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-H",0.13,0.76,12.78,"2",12.8516906990698
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-I",0.13,0.76,12.78,"2",9.43063830425532
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-J",0.13,0.76,12.78,"2",11.9700444311111
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-K",0.13,0.76,12.78,"2",11.875160004
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-L",0.13,0.76,12.78,"2",11.4857092638978
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-M",0.13,0.76,12.78,"2",11.8715436902913
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-N",0.13,0.76,12.78,"2",10.4319790181818
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-O",0.13,0.76,12.78,"2",9.49805376021505
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-P",0.13,0.76,12.78,"2",7.28785
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-Q",0.13,0.76,12.78,"2",8.66788918304406
2014-02-16,7.88,-1.03,"17","7","winter","ACORN-U",0.13,0.76,12.78,"2",11.7942558046512
2012-02-25,12.11,5.93,"17","6","winter","ACORN-A",0.51,0.67,12.83,"2",17.207187475
2012-02-25,12.11,5.93,"17","6","winter","ACORN-B",0.51,0.67,12.83,"2",5.85699995
2012-02-25,12.11,5.93,"17","6","winter","ACORN-C",0.51,0.67,12.83,"2",12.4433333416667
2012-02-25,12.11,5.93,"17","6","winter","ACORN-D",0.51,0.67,12.83,"2",13.9151904714286
2012-02-25,12.11,5.93,"17","6","winter","ACORN-E",0.51,0.67,12.83,"2",12.4769279264264
2012-02-25,12.11,5.93,"17","6","winter","ACORN-F",0.51,0.67,12.83,"2",9.90758823039216
2012-02-25,12.11,5.93,"17","6","winter","ACORN-G",0.51,0.67,12.83,"2",10.0272307384615
2012-02-25,12.11,5.93,"17","6","winter","ACORN-H",0.51,0.67,12.83,"2",11.175375003125
2012-02-25,12.11,5.93,"17","6","winter","ACORN-I",0.51,0.67,12.83,"2",10.032
2012-02-25,12.11,5.93,"17","6","winter","ACORN-J",0.51,0.67,12.83,"2",15.7088571142857
2012-02-25,12.11,5.93,"17","6","winter","ACORN-K",0.51,0.67,12.83,"2",11.0947222055556
2012-02-25,12.11,5.93,"17","6","winter","ACORN-L",0.51,0.67,12.83,"2",12.4433
2012-02-25,12.11,5.93,"17","6","winter","ACORN-M",0.51,0.67,12.83,"2",10.0985714428571
2012-02-25,12.11,5.93,"17","6","winter","ACORN-N",0.51,0.67,12.83,"2",14.0324285714286
2012-02-25,12.11,5.93,"17","6","winter","ACORN-O",0.51,0.67,12.83,"2",9.89719998
2012-02-25,12.11,5.93,"17","6","winter","ACORN-P",0.51,0.67,12.83,"2",11.0399999833333
2012-02-25,12.11,5.93,"17","6","winter","ACORN-Q",0.51,0.67,12.83,"2",9.90179246792453
2012-02-25,12.11,5.93,"17","6","winter","ACORN-U",0.51,0.67,12.83,"2",10.1802856714286
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-A",0.48,0.73,12.84,"2",21.4877935451613
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-B",0.48,0.73,12.84,"2",12.37672
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-C",0.48,0.73,12.84,"2",13.6525436281879
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-D",0.48,0.73,12.84,"2",16.6058661901408
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-E",0.48,0.73,12.84,"2",12.8219082731266
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-F",0.48,0.73,12.84,"2",10.6758801760355
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-G",0.48,0.73,12.84,"2",12.0830541812808
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-H",0.48,0.73,12.84,"2",12.8309733946785
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-I",0.48,0.73,12.84,"2",11.1044285755102
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-J",0.48,0.73,12.84,"2",14.8714999888889
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-K",0.48,0.73,12.84,"2",11.32719999625
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-L",0.48,0.73,12.84,"2",11.3411305670623
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-M",0.48,0.73,12.84,"2",12.6390267928571
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-N",0.48,0.73,12.84,"2",10.5049664456376
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-O",0.48,0.73,12.84,"2",9.97337254803922
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-P",0.48,0.73,12.84,"2",7.70533944770642
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-Q",0.48,0.73,12.84,"2",8.27555000012195
2013-02-05,2.38,-2.91,"16","2","winter","ACORN-U",0.48,0.73,12.84,"2",16.0979374833333
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-A",0.36,0.67,12.89,"2",17.8860000333333
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-B",0.36,0.67,12.89,"2",4.7235
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-C",0.36,0.67,12.89,"2",15.1783636818182
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-D",0.36,0.67,12.89,"2",15.9654772840909
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-E",0.36,0.67,12.89,"2",16.4137226823529
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-F",0.36,0.67,12.89,"2",11.4562471876405
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-G",0.36,0.67,12.89,"2",13.9693043304348
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-H",0.36,0.67,12.89,"2",11.3936666740741
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-I",0.36,0.67,12.89,"2",12.859
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-J",0.36,0.67,12.89,"2",21.3614166583333
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-K",0.36,0.67,12.89,"2",12.7015555444444
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-L",0.36,0.67,12.89,"2",17.3012962740741
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-M",0.36,0.67,12.89,"2",17.86179998
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-N",0.36,0.67,12.89,"2",15.1727142714286
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-O",0.36,0.67,12.89,"2",11.00959998
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-P",0.36,0.67,12.89,"2",4.57144444444444
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-Q",0.36,0.67,12.89,"2",12.1441818113636
2012-02-03,-1.67,-5.77,"16","5","winter","ACORN-U",0.36,0.67,12.89,"2",12.8846667
2014-02-02,6.48,3.21,"16","7","winter","ACORN-A",0.22,0.72,12.89,"2",22.1287304730496
2014-02-02,6.48,3.21,"16","7","winter","ACORN-B",0.22,0.72,12.89,"2",15.5690434565217
2014-02-02,6.48,3.21,"16","7","winter","ACORN-C",0.22,0.72,12.89,"2",13.5042805726619
2014-02-02,6.48,3.21,"16","7","winter","ACORN-D",0.22,0.72,12.89,"2",15.4154224751938
2014-02-02,6.48,3.21,"16","7","winter","ACORN-E",0.22,0.72,12.89,"2",12.7942609654925
2014-02-02,6.48,3.21,"16","7","winter","ACORN-F",0.22,0.72,12.89,"2",10.9157036396197
2014-02-02,6.48,3.21,"16","7","winter","ACORN-G",0.22,0.72,12.89,"2",12.6171204162304
2014-02-02,6.48,3.21,"16","7","winter","ACORN-H",0.22,0.72,12.89,"2",12.9556782356481
2014-02-02,6.48,3.21,"16","7","winter","ACORN-I",0.22,0.72,12.89,"2",9.86597872340426
2014-02-02,6.48,3.21,"16","7","winter","ACORN-J",0.22,0.72,12.89,"2",13.1354042574468
2014-02-02,6.48,3.21,"16","7","winter","ACORN-K",0.22,0.72,12.89,"2",12.1615133346667
2014-02-02,6.48,3.21,"16","7","winter","ACORN-L",0.22,0.72,12.89,"2",11.7717106959119
2014-02-02,6.48,3.21,"16","7","winter","ACORN-M",0.22,0.72,12.89,"2",12.0913786446602
2014-02-02,6.48,3.21,"16","7","winter","ACORN-N",0.22,0.72,12.89,"2",10.8989791666667
2014-02-02,6.48,3.21,"16","7","winter","ACORN-O",0.22,0.72,12.89,"2",10.5643333172043
2014-02-02,6.48,3.21,"16","7","winter","ACORN-P",0.22,0.72,12.89,"2",7.78662377821782
2014-02-02,6.48,3.21,"16","7","winter","ACORN-Q",0.22,0.72,12.89,"2",8.7890853364
2014-02-02,6.48,3.21,"16","7","winter","ACORN-U",0.22,0.72,12.89,"2",12.0272045545455
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-A",0.33,0.7,12.92,"2",16.0115625
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-B",0.33,0.7,12.92,"2",5.1595
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-C",0.33,0.7,12.92,"2",15.0720833583333
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-D",0.33,0.7,12.92,"2",15.3382241327586
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-E",0.33,0.7,12.92,"2",14.3310806506452
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-F",0.33,0.7,12.92,"2",11.2087040857143
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-G",0.33,0.7,12.92,"2",12.566760012
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-H",0.33,0.7,12.92,"2",11.6910645193548
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-I",0.33,0.7,12.92,"2",11.267
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-J",0.33,0.7,12.92,"2",20.4707857714286
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-K",0.33,0.7,12.92,"2",12.1859444277778
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-L",0.33,0.7,12.92,"2",14.6893571464286
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-M",0.33,0.7,12.92,"2",14.9382856857143
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-N",0.33,0.7,12.92,"2",18.7948571571429
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-O",0.33,0.7,12.92,"2",11.0772
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-P",0.33,0.7,12.92,"2",4.80053332666667
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-Q",0.33,0.7,12.92,"2",11.1977722752475
2012-02-20,5.37,-4.67,"17","1","winter","ACORN-U",0.33,0.7,12.92,"2",9.2085
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-A",0.53,0.79,12.92,"2",16.5944999875
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-B",0.53,0.79,12.92,"2",4.385
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-C",0.53,0.79,12.92,"2",14.1527500083333
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-D",0.53,0.79,12.92,"2",14.7434137862069
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-E",0.53,0.79,12.92,"2",13.7578256657895
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-F",0.53,0.79,12.92,"2",11.084948977551
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-G",0.53,0.79,12.92,"2",11.207640004
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-H",0.53,0.79,12.92,"2",12.3012999933333
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-I",0.53,0.79,12.92,"2",9.324
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-J",0.53,0.79,12.92,"2",19.2273572071429
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-K",0.53,0.79,12.92,"2",11.36955555
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-L",0.53,0.79,12.92,"2",14.9614814703704
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-M",0.53,0.79,12.92,"2",14.6588571285714
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-N",0.53,0.79,12.92,"2",17.1835714
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-O",0.53,0.79,12.92,"2",11.1676
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-P",0.53,0.79,12.92,"2",4.28709090909091
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-Q",0.53,0.79,12.92,"2",10.9760000030928
2012-02-18,10.76,-1.07,"17","6","winter","ACORN-U",0.53,0.79,12.92,"2",10.9458333833333
2013-02-16,10.13,3.7,"17","6","winter","ACORN-A",0.48,0.7,12.97,"2",20.8987096987097
2013-02-16,10.13,3.7,"17","6","winter","ACORN-B",0.48,0.7,12.97,"2",12.196280004
2013-02-16,10.13,3.7,"17","6","winter","ACORN-C",0.48,0.7,12.97,"2",12.9449060375839
2013-02-16,10.13,3.7,"17","6","winter","ACORN-D",0.48,0.7,12.97,"2",15.0763697211268
2013-02-16,10.13,3.7,"17","6","winter","ACORN-E",0.48,0.7,12.97,"2",11.9743367868523
2013-02-16,10.13,3.7,"17","6","winter","ACORN-F",0.48,0.7,12.97,"2",10.4807733317037
2013-02-16,10.13,3.7,"17","6","winter","ACORN-G",0.48,0.7,12.97,"2",11.842430680198
2013-02-16,10.13,3.7,"17","6","winter","ACORN-H",0.48,0.7,12.97,"2",12.4469024405765
2013-02-16,10.13,3.7,"17","6","winter","ACORN-I",0.48,0.7,12.97,"2",11.562779984
2013-02-16,10.13,3.7,"17","6","winter","ACORN-J",0.48,0.7,12.97,"2",14.8611851981481
2013-02-16,10.13,3.7,"17","6","winter","ACORN-K",0.48,0.7,12.97,"2",11.265337496875
2013-02-16,10.13,3.7,"17","6","winter","ACORN-L",0.48,0.7,12.97,"2",11.164591714497
2013-02-16,10.13,3.7,"17","6","winter","ACORN-M",0.48,0.7,12.97,"2",12.1180714303571
2013-02-16,10.13,3.7,"17","6","winter","ACORN-N",0.48,0.7,12.97,"2",10.268000002
2013-02-16,10.13,3.7,"17","6","winter","ACORN-O",0.48,0.7,12.97,"2",10.2613627362745
2013-02-16,10.13,3.7,"17","6","winter","ACORN-P",0.48,0.7,12.97,"2",7.52079816697248
2013-02-16,10.13,3.7,"17","6","winter","ACORN-Q",0.48,0.7,12.97,"2",8.28030599694002
2013-02-16,10.13,3.7,"17","6","winter","ACORN-U",0.48,0.7,12.97,"2",15.4261041875
2013-02-04,10.2,2.41,"16","1","winter","ACORN-A",0.5,0.71,13,"2",20.9111419419355
2013-02-04,10.2,2.41,"16","1","winter","ACORN-B",0.5,0.71,13,"2",13.171160008
2013-02-04,10.2,2.41,"16","1","winter","ACORN-C",0.5,0.71,13,"2",13.0245973181208
2013-02-04,10.2,2.41,"16","1","winter","ACORN-D",0.5,0.71,13,"2",16.238873243662
2013-02-04,10.2,2.41,"16","1","winter","ACORN-E",0.5,0.71,13,"2",12.2394289416667
2013-02-04,10.2,2.41,"16","1","winter","ACORN-F",0.5,0.71,13,"2",10.2424349122781
2013-02-04,10.2,2.41,"16","1","winter","ACORN-G",0.5,0.71,13,"2",11.7555221694581
2013-02-04,10.2,2.41,"16","1","winter","ACORN-H",0.5,0.71,13,"2",12.2604057656319
2013-02-04,10.2,2.41,"16","1","winter","ACORN-I",0.5,0.71,13,"2",10.8803265306122
2013-02-04,10.2,2.41,"16","1","winter","ACORN-J",0.5,0.71,13,"2",14.0209166638889
2013-02-04,10.2,2.41,"16","1","winter","ACORN-K",0.5,0.71,13,"2",11.14758750125
2013-02-04,10.2,2.41,"16","1","winter","ACORN-L",0.5,0.71,13,"2",11.2091365014837
2013-02-04,10.2,2.41,"16","1","winter","ACORN-M",0.5,0.71,13,"2",12.2246696455357
2013-02-04,10.2,2.41,"16","1","winter","ACORN-N",0.5,0.71,13,"2",10.2095167778523
2013-02-04,10.2,2.41,"16","1","winter","ACORN-O",0.5,0.71,13,"2",10.1065490166667
2013-02-04,10.2,2.41,"16","1","winter","ACORN-P",0.5,0.71,13,"2",7.66025688623853
2013-02-04,10.2,2.41,"16","1","winter","ACORN-Q",0.5,0.71,13,"2",8.19944634134146
2013-02-04,10.2,2.41,"16","1","winter","ACORN-U",0.5,0.71,13,"2",15.7216875166667
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-A",0.86,0.71,13,"2",24.8247921935065
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-B",0.86,0.71,13,"2",17.6627499833333
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-C",0.86,0.71,13,"2",14.9882416134228
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-D",0.86,0.71,13,"2",19.1176107071429
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-E",0.86,0.71,13,"2",14.8925256639376
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-F",0.86,0.71,13,"2",12.9214389889881
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-G",0.86,0.71,13,"2",14.7038358199005
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-H",0.86,0.71,13,"2",14.7966674053215
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-I",0.86,0.71,13,"2",11.357699998
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-J",0.86,0.71,13,"2",17.3391666481481
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-K",0.86,0.71,13,"2",13.78750624625
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-L",0.86,0.71,13,"2",13.4055697311573
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-M",0.86,0.71,13,"2",13.8247837774775
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-N",0.86,0.71,13,"2",11.6504266646667
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-O",0.86,0.71,13,"2",12.094709991
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-P",0.86,0.71,13,"2",9.16038532568807
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-Q",0.86,0.71,13,"2",9.69532024417178
2013-02-24,-2.08,-3.26,"17","7","winter","ACORN-U",0.86,0.71,13,"2",18.1109791583333
2014-02-26,11.29,1.67,"17","3","winter","ACORN-A",0.26,0.73,13,"2",18.226751819708
2014-02-26,11.29,1.67,"17","3","winter","ACORN-B",0.26,0.73,13,"2",13.1382608782609
2014-02-26,11.29,1.67,"17","3","winter","ACORN-C",0.26,0.73,13,"2",11.8834855057971
2014-02-26,11.29,1.67,"17","3","winter","ACORN-D",0.26,0.73,13,"2",13.884456692126
2014-02-26,11.29,1.67,"17","3","winter","ACORN-E",0.26,0.73,13,"2",10.8145804830299
2014-02-26,11.29,1.67,"17","3","winter","ACORN-F",0.26,0.73,13,"2",9.23217788173077
2014-02-26,11.29,1.67,"17","3","winter","ACORN-G",0.26,0.73,13,"2",10.4950837633508
2014-02-26,11.29,1.67,"17","3","winter","ACORN-H",0.26,0.73,13,"2",10.627098125
2014-02-26,11.29,1.67,"17","3","winter","ACORN-I",0.26,0.73,13,"2",8.91831914255319
2014-02-26,11.29,1.67,"17","3","winter","ACORN-J",0.26,0.73,13,"2",10.4919999944444
2014-02-26,11.29,1.67,"17","3","winter","ACORN-K",0.26,0.73,13,"2",10.2706199973333
2014-02-26,11.29,1.67,"17","3","winter","ACORN-L",0.26,0.73,13,"2",9.80198402460064
2014-02-26,11.29,1.67,"17","3","winter","ACORN-M",0.26,0.73,13,"2",9.76652427184466
2014-02-26,11.29,1.67,"17","3","winter","ACORN-N",0.26,0.73,13,"2",9.09951408521127
2014-02-26,11.29,1.67,"17","3","winter","ACORN-O",0.26,0.73,13,"2",8.39747312903226
2014-02-26,11.29,1.67,"17","3","winter","ACORN-P",0.26,0.73,13,"2",6.858560001
2014-02-26,11.29,1.67,"17","3","winter","ACORN-Q",0.26,0.73,13,"2",7.56112482939597
2014-02-26,11.29,1.67,"17","3","winter","ACORN-U",0.26,0.73,13,"2",10.6008095285714
2014-02-24,14.23,5.52,"17","1","winter","ACORN-A",0.5,0.74,13,"2",18.2416764705882
2014-02-24,14.23,5.52,"17","1","winter","ACORN-B",0.5,0.74,13,"2",12.1249565173913
2014-02-24,14.23,5.52,"17","1","winter","ACORN-C",0.5,0.74,13,"2",12.2953768057971
2014-02-24,14.23,5.52,"17","1","winter","ACORN-D",0.5,0.74,13,"2",13.783350392126
2014-02-24,14.23,5.52,"17","1","winter","ACORN-E",0.5,0.74,13,"2",11.0870335055353
2014-02-24,14.23,5.52,"17","1","winter","ACORN-F",0.5,0.74,13,"2",9.42943360064
2014-02-24,14.23,5.52,"17","1","winter","ACORN-G",0.5,0.74,13,"2",10.4415968596859
2014-02-24,14.23,5.52,"17","1","winter","ACORN-H",0.5,0.74,13,"2",11.1295677593458
2014-02-24,14.23,5.52,"17","1","winter","ACORN-I",0.5,0.74,13,"2",9.05546808723404
2014-02-24,14.23,5.52,"17","1","winter","ACORN-J",0.5,0.74,13,"2",10.7805333333333
2014-02-24,14.23,5.52,"17","1","winter","ACORN-K",0.5,0.74,13,"2",10.5252617489933
2014-02-24,14.23,5.52,"17","1","winter","ACORN-L",0.5,0.74,13,"2",10.262140571246
2014-02-24,14.23,5.52,"17","1","winter","ACORN-M",0.5,0.74,13,"2",10.4213009708738
2014-02-24,14.23,5.52,"17","1","winter","ACORN-N",0.5,0.74,13,"2",9.57275524265734
2014-02-24,14.23,5.52,"17","1","winter","ACORN-O",0.5,0.74,13,"2",7.91062365376344
2014-02-24,14.23,5.52,"17","1","winter","ACORN-P",0.5,0.74,13,"2",6.950399997
2014-02-24,14.23,5.52,"17","1","winter","ACORN-Q",0.5,0.74,13,"2",7.60304295530201
2014-02-24,14.23,5.52,"17","1","winter","ACORN-U",0.5,0.74,13,"2",10.4631860534884
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-A",0.81,0.63,13.04,"2",23.5638451748387
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-B",0.81,0.63,13.04,"2",12.4553333375
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-C",0.81,0.63,13.04,"2",14.5044161114094
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-D",0.81,0.63,13.04,"2",17.246918147331
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-E",0.81,0.63,13.04,"2",13.8477719261209
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-F",0.81,0.63,13.04,"2",11.684617553869
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-G",0.81,0.63,13.04,"2",12.6046089024752
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-H",0.81,0.63,13.04,"2",13.3048447895787
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-I",0.81,0.63,13.04,"2",12.83778001
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-J",0.81,0.63,13.04,"2",16.1420555481481
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-K",0.81,0.63,13.04,"2",12.6072875
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-L",0.81,0.63,13.04,"2",11.9910296703264
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-M",0.81,0.63,13.04,"2",13.0562612540541
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-N",0.81,0.63,13.04,"2",10.5708133333333
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-O",0.81,0.63,13.04,"2",10.502999998
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-P",0.81,0.63,13.04,"2",8.74852293577982
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-Q",0.81,0.63,13.04,"2",8.84618650171779
2013-02-22,-3.32,-4.29,"17","5","winter","ACORN-U",0.81,0.63,13.04,"2",17.6425833416667
2014-02-13,3.42,0.05,"17","4","winter","ACORN-A",0.36,0.68,13.04,"2",20.7484928571429
2014-02-13,3.42,0.05,"17","4","winter","ACORN-B",0.36,0.68,13.04,"2",12.5083913086957
2014-02-13,3.42,0.05,"17","4","winter","ACORN-C",0.36,0.68,13.04,"2",13.1528550753623
2014-02-13,3.42,0.05,"17","4","winter","ACORN-D",0.36,0.68,13.04,"2",14.7004921808594
