"date","apparentTemperatureMax","sunsetTimeHour","weekday","season","stdorToU","Acorn","cloudCover","humidity","visibility","month","energy_sum"
2012-04-18,8.05,"19","3","spring","Std","ACORN-O",0.67,0.91,10.7,"4",9.29347059411765
2012-04-18,8.05,"19","3","spring","ToU","ACORN-O",0.67,0.91,10.7,"4",4.885
2012-04-18,8.05,"19","3","spring","Std","ACORN-P",0.67,0.91,10.7,"4",11.457410274359
2012-04-18,8.05,"19","3","spring","ToU","ACORN-P",0.67,0.91,10.7,"4",4.6514
2012-04-18,8.05,"19","3","spring","Std","ACORN-Q",0.67,0.91,10.7,"4",7.99324757961165
2012-04-18,8.05,"19","3","spring","ToU","ACORN-Q",0.67,0.91,10.7,"4",8.71088571714286
2012-04-18,8.05,"19","3","spring","Std","ACORN-U",0.67,0.91,10.7,"4",7.6938889
2012-04-18,8.05,"19","3","spring","ToU","ACORN-U",0.67,0.91,10.7,"4",4.82
2013-04-03,-1.57,"18","3","spring","Std","ACORN-A",0.55,0.74,10.8,"4",24.2336551810345
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-A",0.55,0.74,10.8,"4",17.5964594702703
2013-04-03,-1.57,"18","3","spring","Std","ACORN-B",0.55,0.74,10.8,"4",12.90000001
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-B",0.55,0.74,10.8,"4",18.01
2013-04-03,-1.57,"18","3","spring","Std","ACORN-C",0.55,0.74,10.8,"4",13.7796578868421
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-C",0.55,0.74,10.8,"4",10.675242430303
2013-04-03,-1.57,"18","3","spring","Std","ACORN-D",0.55,0.74,10.8,"4",15.6633478207729
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-D",0.55,0.74,10.8,"4",13.5434520438356
2013-04-03,-1.57,"18","3","spring","Std","ACORN-E",0.55,0.74,10.8,"4",13.1363917084602
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-E",0.55,0.74,10.8,"4",11.8161462707463
2013-04-03,-1.57,"18","3","spring","Std","ACORN-F",0.55,0.74,10.8,"4",11.0714604963391
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-F",0.55,0.74,10.8,"4",9.694666666
2013-04-03,-1.57,"18","3","spring","Std","ACORN-G",0.55,0.74,10.8,"4",12.39624675
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-G",0.55,0.74,10.8,"4",8.87676086956522
2013-04-03,-1.57,"18","3","spring","Std","ACORN-H",0.55,0.74,10.8,"4",12.8892316084469
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-H",0.55,0.74,10.8,"4",10.8289999951807
2013-04-03,-1.57,"18","3","spring","Std","ACORN-I",0.55,0.74,10.8,"4",11.3946341609756
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-I",0.55,0.74,10.8,"4",11.4053749875
2013-04-03,-1.57,"18","3","spring","Std","ACORN-J",0.55,0.74,10.8,"4",16.1114804935065
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-J",0.55,0.74,10.8,"4",13.69610004
2013-04-03,-1.57,"18","3","spring","Std","ACORN-K",0.55,0.74,10.8,"4",11.9086496394161
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-K",0.55,0.74,10.8,"4",13.1933809571429
2013-04-03,-1.57,"18","3","spring","Std","ACORN-L",0.55,0.74,10.8,"4",11.251070040856
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-L",0.55,0.74,10.8,"4",9.94174324594595
2013-04-03,-1.57,"18","3","spring","Std","ACORN-M",0.55,0.74,10.8,"4",11.8254680882979
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-M",0.55,0.74,10.8,"4",11.9113529411765
2013-04-03,-1.57,"18","3","spring","Std","ACORN-N",0.55,0.74,10.8,"4",10.529015996
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-N",0.55,0.74,10.8,"4",9.722960004
2013-04-03,-1.57,"18","3","spring","Std","ACORN-O",0.55,0.74,10.8,"4",8.90254217469879
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-O",0.55,0.74,10.8,"4",10.64906250625
2013-04-03,-1.57,"18","3","spring","Std","ACORN-P",0.55,0.74,10.8,"4",9.16458621609195
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-P",0.55,0.74,10.8,"4",3.3095
2013-04-03,-1.57,"18","3","spring","Std","ACORN-Q",0.55,0.74,10.8,"4",8.52222965072674
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-Q",0.55,0.74,10.8,"4",7.43917241206897
2013-04-03,-1.57,"18","3","spring","Std","ACORN-U",0.55,0.74,10.8,"4",16.8334999894737
2013-04-03,-1.57,"18","3","spring","ToU","ACORN-U",0.55,0.74,10.8,"4",11.39039997
2013-04-16,17.95,"19","2","spring","Std","ACORN-A",0.54,0.77,10.8,"4",18.7142086913043
2013-04-16,17.95,"19","2","spring","ToU","ACORN-A",0.54,0.77,10.8,"4",15.3886486351351
2013-04-16,17.95,"19","2","spring","Std","ACORN-B",0.54,0.77,10.8,"4",10.184050005
2013-04-16,17.95,"19","2","spring","ToU","ACORN-B",0.54,0.77,10.8,"4",14.03350005
2013-04-16,17.95,"19","2","spring","Std","ACORN-C",0.54,0.77,10.8,"4",11.3310175377193
2013-04-16,17.95,"19","2","spring","ToU","ACORN-C",0.54,0.77,10.8,"4",8.45703030909091
2013-04-16,17.95,"19","2","spring","Std","ACORN-D",0.54,0.77,10.8,"4",12.5377572878641
2013-04-16,17.95,"19","2","spring","ToU","ACORN-D",0.54,0.77,10.8,"4",11.9628904164384
2013-04-16,17.95,"19","2","spring","Std","ACORN-E",0.54,0.77,10.8,"4",9.47761237989822
2013-04-16,17.95,"19","2","spring","ToU","ACORN-E",0.54,0.77,10.8,"4",8.68127844221557
2013-04-16,17.95,"19","2","spring","Std","ACORN-F",0.54,0.77,10.8,"4",8.41333976698842
2013-04-16,17.95,"19","2","spring","ToU","ACORN-F",0.54,0.77,10.8,"4",8.06516666533333
2013-04-16,17.95,"19","2","spring","Std","ACORN-G",0.54,0.77,10.8,"4",9.13170129480519
2013-04-16,17.95,"19","2","spring","ToU","ACORN-G",0.54,0.77,10.8,"4",7.94069565217391
2013-04-16,17.95,"19","2","spring","Std","ACORN-H",0.54,0.77,10.8,"4",10.0127084444142
2013-04-16,17.95,"19","2","spring","ToU","ACORN-H",0.54,0.77,10.8,"4",9.63247560365854
2013-04-16,17.95,"19","2","spring","Std","ACORN-I",0.54,0.77,10.8,"4",8.56658536585366
2013-04-16,17.95,"19","2","spring","ToU","ACORN-I",0.54,0.77,10.8,"4",10.1098750125
2013-04-16,17.95,"19","2","spring","Std","ACORN-J",0.54,0.77,10.8,"4",11.2490921039474
2013-04-16,17.95,"19","2","spring","ToU","ACORN-J",0.54,0.77,10.8,"4",8.43279999666667
2013-04-16,17.95,"19","2","spring","Std","ACORN-K",0.54,0.77,10.8,"4",9.06702920145985
2013-04-16,17.95,"19","2","spring","ToU","ACORN-K",0.54,0.77,10.8,"4",9.53257142857143
2013-04-16,17.95,"19","2","spring","Std","ACORN-L",0.54,0.77,10.8,"4",9.40826070155642
2013-04-16,17.95,"19","2","spring","ToU","ACORN-L",0.54,0.77,10.8,"4",8.81252702297297
2013-04-16,17.95,"19","2","spring","Std","ACORN-M",0.54,0.77,10.8,"4",8.88295697956989
2013-04-16,17.95,"19","2","spring","ToU","ACORN-M",0.54,0.77,10.8,"4",9.55364706470588
2013-04-16,17.95,"19","2","spring","Std","ACORN-N",0.54,0.77,10.8,"4",8.31371774596774
2013-04-16,17.95,"19","2","spring","ToU","ACORN-N",0.54,0.77,10.8,"4",8.288000004
2013-04-16,17.95,"19","2","spring","Std","ACORN-O",0.54,0.77,10.8,"4",7.61526506385542
2013-04-16,17.95,"19","2","spring","ToU","ACORN-O",0.54,0.77,10.8,"4",8.94712499375
2013-04-16,17.95,"19","2","spring","Std","ACORN-P",0.54,0.77,10.8,"4",6.83404598505747
2013-04-16,17.95,"19","2","spring","ToU","ACORN-P",0.54,0.77,10.8,"4",3.34427272727273
2013-04-16,17.95,"19","2","spring","Std","ACORN-Q",0.54,0.77,10.8,"4",7.12722335839416
2013-04-16,17.95,"19","2","spring","ToU","ACORN-Q",0.54,0.77,10.8,"4",6.8748103387931
2013-04-16,17.95,"19","2","spring","Std","ACORN-U",0.54,0.77,10.8,"4",10.2583513432432
2013-04-16,17.95,"19","2","spring","ToU","ACORN-U",0.54,0.77,10.8,"4",9.08200001
2013-04-07,7.18,"18","7","spring","Std","ACORN-A",0.36,0.65,10.81,"4",21.4918695530435
2013-04-07,7.18,"18","7","spring","ToU","ACORN-A",0.36,0.65,10.81,"4",16.8705946054054
2013-04-07,7.18,"18","7","spring","Std","ACORN-B",0.36,0.65,10.81,"4",10.5841
2013-04-07,7.18,"18","7","spring","ToU","ACORN-B",0.36,0.65,10.81,"4",15.192750025
2013-04-07,7.18,"18","7","spring","Std","ACORN-C",0.36,0.65,10.81,"4",13.1228245631579
2013-04-07,7.18,"18","7","spring","ToU","ACORN-C",0.36,0.65,10.81,"4",9.99430303636364
2013-04-07,7.18,"18","7","spring","Std","ACORN-D",0.36,0.65,10.81,"4",13.8486990359223
2013-04-07,7.18,"18","7","spring","ToU","ACORN-D",0.36,0.65,10.81,"4",12.9913287630137
2013-04-07,7.18,"18","7","spring","Std","ACORN-E",0.36,0.65,10.81,"4",11.9964223932994
2013-04-07,7.18,"18","7","spring","ToU","ACORN-E",0.36,0.65,10.81,"4",10.2191522423881
2013-04-07,7.18,"18","7","spring","Std","ACORN-F",0.36,0.65,10.81,"4",10.3685463295367
2013-04-07,7.18,"18","7","spring","ToU","ACORN-F",0.36,0.65,10.81,"4",9.53246667533333
2013-04-07,7.18,"18","7","spring","Std","ACORN-G",0.36,0.65,10.81,"4",11.7321233733766
2013-04-07,7.18,"18","7","spring","ToU","ACORN-G",0.36,0.65,10.81,"4",9.28765215869565
2013-04-07,7.18,"18","7","spring","Std","ACORN-H",0.36,0.65,10.81,"4",12.1502888283379
2013-04-07,7.18,"18","7","spring","ToU","ACORN-H",0.36,0.65,10.81,"4",10.9168433686747
2013-04-07,7.18,"18","7","spring","Std","ACORN-I",0.36,0.65,10.81,"4",9.69692683658537
2013-04-07,7.18,"18","7","spring","ToU","ACORN-I",0.36,0.65,10.81,"4",9.29775
2013-04-07,7.18,"18","7","spring","Std","ACORN-J",0.36,0.65,10.81,"4",15.3234285571429
2013-04-07,7.18,"18","7","spring","ToU","ACORN-J",0.36,0.65,10.81,"4",11.1914000333333
2013-04-07,7.18,"18","7","spring","Std","ACORN-K",0.36,0.65,10.81,"4",11.3926496357664
2013-04-07,7.18,"18","7","spring","ToU","ACORN-K",0.36,0.65,10.81,"4",12.6488095285714
2013-04-07,7.18,"18","7","spring","Std","ACORN-L",0.36,0.65,10.81,"4",11.4363540750973
2013-04-07,7.18,"18","7","spring","ToU","ACORN-L",0.36,0.65,10.81,"4",9.83058107837838
2013-04-07,7.18,"18","7","spring","Std","ACORN-M",0.36,0.65,10.81,"4",11.3202446829787
2013-04-07,7.18,"18","7","spring","ToU","ACORN-M",0.36,0.65,10.81,"4",11.8404117705882
2013-04-07,7.18,"18","7","spring","Std","ACORN-N",0.36,0.65,10.81,"4",9.72371774193548
2013-04-07,7.18,"18","7","spring","ToU","ACORN-N",0.36,0.65,10.81,"4",9.494159988
2013-04-07,7.18,"18","7","spring","Std","ACORN-O",0.36,0.65,10.81,"4",8.79280722168675
2013-04-07,7.18,"18","7","spring","ToU","ACORN-O",0.36,0.65,10.81,"4",9.21174999375
2013-04-07,7.18,"18","7","spring","Std","ACORN-P",0.36,0.65,10.81,"4",8.38496552413793
2013-04-07,7.18,"18","7","spring","ToU","ACORN-P",0.36,0.65,10.81,"4",3.80999999545455
2013-04-07,7.18,"18","7","spring","Std","ACORN-Q",0.36,0.65,10.81,"4",8.44392452510885
2013-04-07,7.18,"18","7","spring","ToU","ACORN-Q",0.36,0.65,10.81,"4",8.37073276293103
2013-04-07,7.18,"18","7","spring","Std","ACORN-U",0.36,0.65,10.81,"4",14.0666842026316
2013-04-07,7.18,"18","7","spring","ToU","ACORN-U",0.36,0.65,10.81,"4",8.93259999
2012-04-07,13.08,"18","6","spring","Std","ACORN-A",0.72,0.81,10.83,"4",21.2839524142857
2012-04-07,13.08,"18","6","spring","ToU","ACORN-A",0.72,0.81,10.83,"4",12.1775555333333
2012-04-07,13.08,"18","6","spring","Std","ACORN-B",0.72,0.81,10.83,"4",5.05933333333333
2012-04-07,13.08,"18","6","spring","ToU","ACORN-B",0.72,0.81,10.83,"4",8.93
2012-04-07,13.08,"18","6","spring","Std","ACORN-C",0.72,0.81,10.83,"4",11.795
2012-04-07,13.08,"18","6","spring","ToU","ACORN-C",0.72,0.81,10.83,"4",8.592499975
2012-04-07,13.08,"18","6","spring","Std","ACORN-D",0.72,0.81,10.83,"4",12.6448108067568
2012-04-07,13.08,"18","6","spring","ToU","ACORN-D",0.72,0.81,10.83,"4",11.3611304304348
2012-04-07,13.08,"18","6","spring","Std","ACORN-E",0.72,0.81,10.83,"4",10.8129601776549
2012-04-07,13.08,"18","6","spring","ToU","ACORN-E",0.72,0.81,10.83,"4",8.87659340769231
2012-04-07,13.08,"18","6","spring","Std","ACORN-F",0.72,0.81,10.83,"4",9.39842856842105
2012-04-07,13.08,"18","6","spring","ToU","ACORN-F",0.72,0.81,10.83,"4",9.95128125
2012-04-07,13.08,"18","6","spring","Std","ACORN-G",0.72,0.81,10.83,"4",9.50723331666667
2012-04-07,13.08,"18","6","spring","ToU","ACORN-G",0.72,0.81,10.83,"4",8.83888888888889
2012-04-07,13.08,"18","6","spring","Std","ACORN-H",0.72,0.81,10.83,"4",8.99969230192308
2012-04-07,13.08,"18","6","spring","ToU","ACORN-H",0.72,0.81,10.83,"4",10.6010000125
2012-04-07,13.08,"18","6","spring","Std","ACORN-I",0.72,0.81,10.83,"4",9.25516666666667
2012-04-07,13.08,"18","6","spring","ToU","ACORN-I",0.72,0.81,10.83,"4",6.944
2012-04-07,13.08,"18","6","spring","Std","ACORN-J",0.72,0.81,10.83,"4",13.1916428857143
2012-04-07,13.08,"18","6","spring","ToU","ACORN-J",0.72,0.81,10.83,"4",14.3643333333333
2012-04-07,13.08,"18","6","spring","Std","ACORN-K",0.72,0.81,10.83,"4",9.82934482413793
2012-04-07,13.08,"18","6","spring","ToU","ACORN-K",0.72,0.81,10.83,"4",12.399
2012-04-07,13.08,"18","6","spring","Std","ACORN-L",0.72,0.81,10.83,"4",11.0546944472222
2012-04-07,13.08,"18","6","spring","ToU","ACORN-L",0.72,0.81,10.83,"4",10.6249999909091
2012-04-07,13.08,"18","6","spring","Std","ACORN-M",0.72,0.81,10.83,"4",9.15108333333333
2012-04-07,13.08,"18","6","spring","ToU","ACORN-M",0.72,0.81,10.83,"4",9.451
2012-04-07,13.08,"18","6","spring","Std","ACORN-N",0.72,0.81,10.83,"4",8.81745452727273
2012-04-07,13.08,"18","6","spring","ToU","ACORN-N",0.72,0.81,10.83,"4",11.8976
2012-04-07,13.08,"18","6","spring","Std","ACORN-O",0.72,0.81,10.83,"4",9.05190909090909
2012-04-07,13.08,"18","6","spring","ToU","ACORN-O",0.72,0.81,10.83,"4",5.735
2012-04-07,13.08,"18","6","spring","Std","ACORN-P",0.72,0.81,10.83,"4",11.735562496875
2012-04-07,13.08,"18","6","spring","ToU","ACORN-P",0.72,0.81,10.83,"4",4.867
2012-04-07,13.08,"18","6","spring","Std","ACORN-Q",0.72,0.81,10.83,"4",8.53036309464286
2012-04-07,13.08,"18","6","spring","ToU","ACORN-Q",0.72,0.81,10.83,"4",8.73536
2012-04-07,13.08,"18","6","spring","Std","ACORN-U",0.72,0.81,10.83,"4",7.994125
2012-04-07,13.08,"18","6","spring","ToU","ACORN-U",0.72,0.81,10.83,"4",2.672
2013-04-12,11.42,"18","5","spring","Std","ACORN-A",0.57,0.87,11.06,"4",20.7976434713043
2013-04-12,11.42,"18","5","spring","ToU","ACORN-A",0.57,0.87,11.06,"4",15.0061621378378
2013-04-12,11.42,"18","5","spring","Std","ACORN-B",0.57,0.87,11.06,"4",13.36540001
2013-04-12,11.42,"18","5","spring","ToU","ACORN-B",0.57,0.87,11.06,"4",16.630750025
2013-04-12,11.42,"18","5","spring","Std","ACORN-C",0.57,0.87,11.06,"4",12.5163947412281
2013-04-12,11.42,"18","5","spring","ToU","ACORN-C",0.57,0.87,11.06,"4",9.63121212727273
2013-04-12,11.42,"18","5","spring","Std","ACORN-D",0.57,0.87,11.06,"4",14.6496359213592
2013-04-12,11.42,"18","5","spring","ToU","ACORN-D",0.57,0.87,11.06,"4",12.6534794547945
2013-04-12,11.42,"18","5","spring","Std","ACORN-E",0.57,0.87,11.06,"4",10.9278854936387
2013-04-12,11.42,"18","5","spring","ToU","ACORN-E",0.57,0.87,11.06,"4",9.7254640739521
2013-04-12,11.42,"18","5","spring","Std","ACORN-F",0.57,0.87,11.06,"4",9.34477992567568
2013-04-12,11.42,"18","5","spring","ToU","ACORN-F",0.57,0.87,11.06,"4",8.69724
2013-04-12,11.42,"18","5","spring","Std","ACORN-G",0.57,0.87,11.06,"4",10.5330259733766
2013-04-12,11.42,"18","5","spring","ToU","ACORN-G",0.57,0.87,11.06,"4",8.60558694782609
2013-04-12,11.42,"18","5","spring","Std","ACORN-H",0.57,0.87,11.06,"4",11.3813896474114
2013-04-12,11.42,"18","5","spring","ToU","ACORN-H",0.57,0.87,11.06,"4",10.0230975585366
2013-04-12,11.42,"18","5","spring","Std","ACORN-I",0.57,0.87,11.06,"4",9.41004878292683
2013-04-12,11.42,"18","5","spring","ToU","ACORN-I",0.57,0.87,11.06,"4",8.516375
2013-04-12,11.42,"18","5","spring","Std","ACORN-J",0.57,0.87,11.06,"4",13.6097272688312
2013-04-12,11.42,"18","5","spring","ToU","ACORN-J",0.57,0.87,11.06,"4",9.81516667
2013-04-12,11.42,"18","5","spring","Std","ACORN-K",0.57,0.87,11.06,"4",10.5836277364964
2013-04-12,11.42,"18","5","spring","ToU","ACORN-K",0.57,0.87,11.06,"4",10.9984285571429
2013-04-12,11.42,"18","5","spring","Std","ACORN-L",0.57,0.87,11.06,"4",10.8095603151751
2013-04-12,11.42,"18","5","spring","ToU","ACORN-L",0.57,0.87,11.06,"4",9.31256757567568
2013-04-12,11.42,"18","5","spring","Std","ACORN-M",0.57,0.87,11.06,"4",10.0684193591398
2013-04-12,11.42,"18","5","spring","ToU","ACORN-M",0.57,0.87,11.06,"4",11.0958823529412
2013-04-12,11.42,"18","5","spring","Std","ACORN-N",0.57,0.87,11.06,"4",9.24129839032258
2013-04-12,11.42,"18","5","spring","ToU","ACORN-N",0.57,0.87,11.06,"4",9.13636
2013-04-12,11.42,"18","5","spring","Std","ACORN-O",0.57,0.87,11.06,"4",8.60601204337349
2013-04-12,11.42,"18","5","spring","ToU","ACORN-O",0.57,0.87,11.06,"4",9.61793749375
2013-04-12,11.42,"18","5","spring","Std","ACORN-P",0.57,0.87,11.06,"4",7.72122988275862
2013-04-12,11.42,"18","5","spring","ToU","ACORN-P",0.57,0.87,11.06,"4",3.32727272272727
2013-04-12,11.42,"18","5","spring","Std","ACORN-Q",0.57,0.87,11.06,"4",7.63847452780204
2013-04-12,11.42,"18","5","spring","ToU","ACORN-Q",0.57,0.87,11.06,"4",7.24304310431034
2013-04-12,11.42,"18","5","spring","Std","ACORN-U",0.57,0.87,11.06,"4",11.9508421052632
2013-04-12,11.42,"18","5","spring","ToU","ACORN-U",0.57,0.87,11.06,"4",9.8363
2012-04-02,12.92,"18","1","spring","Std","ACORN-A",0.31,0.75,11.12,"4",18.8505713857143
2012-04-02,12.92,"18","1","spring","ToU","ACORN-A",0.31,0.75,11.12,"4",11.9627499625
2012-04-02,12.92,"18","1","spring","Std","ACORN-B",0.31,0.75,11.12,"4",4.11666666666667
2012-04-02,12.92,"18","1","spring","ToU","ACORN-B",0.31,0.75,11.12,"4",9.662
2012-04-02,12.92,"18","1","spring","Std","ACORN-C",0.31,0.75,11.12,"4",11.5852222277778
2012-04-02,12.92,"18","1","spring","ToU","ACORN-C",0.31,0.75,11.12,"4",8.69666666666667
2012-04-02,12.92,"18","1","spring","Std","ACORN-D",0.31,0.75,11.12,"4",12.0206164219178
2012-04-02,12.92,"18","1","spring","ToU","ACORN-D",0.31,0.75,11.12,"4",10.7212380904762
2012-04-02,12.92,"18","1","spring","Std","ACORN-E",0.31,0.75,11.12,"4",10.690270204388
2012-04-02,12.92,"18","1","spring","ToU","ACORN-E",0.31,0.75,11.12,"4",9.89627057647059
2012-04-02,12.92,"18","1","spring","Std","ACORN-F",0.31,0.75,11.12,"4",8.1982520300813
2012-04-02,12.92,"18","1","spring","ToU","ACORN-F",0.31,0.75,11.12,"4",9.93545161612903
2012-04-02,12.92,"18","1","spring","Std","ACORN-G",0.31,0.75,11.12,"4",9.74090000333333
2012-04-02,12.92,"18","1","spring","ToU","ACORN-G",0.31,0.75,11.12,"4",9.2005
2012-04-02,12.92,"18","1","spring","Std","ACORN-H",0.31,0.75,11.12,"4",8.77177083333333
2012-04-02,12.92,"18","1","spring","ToU","ACORN-H",0.31,0.75,11.12,"4",8.7752500125
2012-04-02,12.92,"18","1","spring","Std","ACORN-I",0.31,0.75,11.12,"4",7.147
2012-04-02,12.92,"18","1","spring","ToU","ACORN-I",0.31,0.75,11.12,"4",5.862
2012-04-02,12.92,"18","1","spring","Std","ACORN-J",0.31,0.75,11.12,"4",12.1237692
2012-04-02,12.92,"18","1","spring","ToU","ACORN-J",0.31,0.75,11.12,"4",16.2173333666667
2012-04-02,12.92,"18","1","spring","Std","ACORN-K",0.31,0.75,11.12,"4",9.185039988
2012-04-02,12.92,"18","1","spring","ToU","ACORN-K",0.31,0.75,11.12,"4",12.574
2012-04-02,12.92,"18","1","spring","Std","ACORN-L",0.31,0.75,11.12,"4",10.3418529235294
2012-04-02,12.92,"18","1","spring","ToU","ACORN-L",0.31,0.75,11.12,"4",11.47170001
2012-04-02,12.92,"18","1","spring","Std","ACORN-M",0.31,0.75,11.12,"4",7.47718180909091
2012-04-02,12.92,"18","1","spring","Std","ACORN-N",0.31,0.75,11.12,"4",9.38169998
2012-04-02,12.92,"18","1","spring","ToU","ACORN-N",0.31,0.75,11.12,"4",11.1892
2012-04-02,12.92,"18","1","spring","Std","ACORN-O",0.31,0.75,11.12,"4",8.47483333333333
2012-04-02,12.92,"18","1","spring","ToU","ACORN-O",0.31,0.75,11.12,"4",4.799
2012-04-02,12.92,"18","1","spring","Std","ACORN-P",0.31,0.75,11.12,"4",10.0195484129032
2012-04-02,12.92,"18","1","spring","ToU","ACORN-P",0.31,0.75,11.12,"4",1.2525
2012-04-02,12.92,"18","1","spring","Std","ACORN-Q",0.31,0.75,11.12,"4",7.63530769807692
2012-04-02,12.92,"18","1","spring","ToU","ACORN-Q",0.31,0.75,11.12,"4",7.87847826086957
2012-04-02,12.92,"18","1","spring","Std","ACORN-U",0.31,0.75,11.12,"4",10.5581666666667
2012-04-02,12.92,"18","1","spring","ToU","ACORN-U",0.31,0.75,11.12,"4",3.602
2012-04-08,10.81,"18","7","spring","Std","ACORN-A",0.72,0.89,11.15,"4",20.8813333333333
2012-04-08,10.81,"18","7","spring","ToU","ACORN-A",0.72,0.89,11.15,"4",14.4532222222222
2012-04-08,10.81,"18","7","spring","Std","ACORN-B",0.72,0.89,11.15,"4",5.68933333333333
2012-04-08,10.81,"18","7","spring","ToU","ACORN-B",0.72,0.89,11.15,"4",9.32
2012-04-08,10.81,"18","7","spring","Std","ACORN-C",0.72,0.89,11.15,"4",11.7136666833333
2012-04-08,10.81,"18","7","spring","ToU","ACORN-C",0.72,0.89,11.15,"4",9.544
2012-04-08,10.81,"18","7","spring","Std","ACORN-D",0.72,0.89,11.15,"4",12.6855135040541
2012-04-08,10.81,"18","7","spring","ToU","ACORN-D",0.72,0.89,11.15,"4",11.463130426087
2012-04-08,10.81,"18","7","spring","Std","ACORN-E",0.72,0.89,11.15,"4",10.9071308221729
2012-04-08,10.81,"18","7","spring","ToU","ACORN-E",0.72,0.89,11.15,"4",9.65347251978022
2012-04-08,10.81,"18","7","spring","Std","ACORN-F",0.72,0.89,11.15,"4",9.63065413383459
2012-04-08,10.81,"18","7","spring","ToU","ACORN-F",0.72,0.89,11.15,"4",9.919562503125
2012-04-08,10.81,"18","7","spring","Std","ACORN-G",0.72,0.89,11.15,"4",9.84626667
2012-04-08,10.81,"18","7","spring","ToU","ACORN-G",0.72,0.89,11.15,"4",8.69433333333333
2012-04-08,10.81,"18","7","spring","Std","ACORN-H",0.72,0.89,11.15,"4",10.4126730788462
2012-04-08,10.81,"18","7","spring","ToU","ACORN-H",0.72,0.89,11.15,"4",11.01775
2012-04-08,10.81,"18","7","spring","Std","ACORN-I",0.72,0.89,11.15,"4",10.9993333333333
2012-04-08,10.81,"18","7","spring","ToU","ACORN-I",0.72,0.89,11.15,"4",7.147
2012-04-08,10.81,"18","7","spring","Std","ACORN-J",0.72,0.89,11.15,"4",15.5397857285714
2012-04-08,10.81,"18","7","spring","ToU","ACORN-J",0.72,0.89,11.15,"4",11.3296667333333
2012-04-08,10.81,"18","7","spring","Std","ACORN-K",0.72,0.89,11.15,"4",9.85510345862069
2012-04-08,10.81,"18","7","spring","ToU","ACORN-K",0.72,0.89,11.15,"4",12.80375
2012-04-08,10.81,"18","7","spring","Std","ACORN-L",0.72,0.89,11.15,"4",12.4560555527778
2012-04-08,10.81,"18","7","spring","ToU","ACORN-L",0.72,0.89,11.15,"4",11.5731818090909
2012-04-08,10.81,"18","7","spring","Std","ACORN-M",0.72,0.89,11.15,"4",8.62991666666667
2012-04-08,10.81,"18","7","spring","ToU","ACORN-M",0.72,0.89,11.15,"4",10.028
2012-04-08,10.81,"18","7","spring","Std","ACORN-N",0.72,0.89,11.15,"4",8.04345453636364
2012-04-08,10.81,"18","7","spring","ToU","ACORN-N",0.72,0.89,11.15,"4",14.65699998
2012-04-08,10.81,"18","7","spring","Std","ACORN-O",0.72,0.89,11.15,"4",8.306
2012-04-08,10.81,"18","7","spring","ToU","ACORN-O",0.72,0.89,11.15,"4",5.577
2012-04-08,10.81,"18","7","spring","Std","ACORN-P",0.72,0.89,11.15,"4",12.194531225
2012-04-08,10.81,"18","7","spring","ToU","ACORN-P",0.72,0.89,11.15,"4",3.853
2012-04-08,10.81,"18","7","spring","Std","ACORN-Q",0.72,0.89,11.15,"4",8.64863095
2012-04-08,10.81,"18","7","spring","ToU","ACORN-Q",0.72,0.89,11.15,"4",9.562680004
2012-04-08,10.81,"18","7","spring","Std","ACORN-U",0.72,0.89,11.15,"4",9.7548749875
2012-04-08,10.81,"18","7","spring","ToU","ACORN-U",0.72,0.89,11.15,"4",2.661
2012-04-24,11.94,"19","2","spring","Std","ACORN-A",0.57,0.88,11.22,"4",20.4895625125
2012-04-24,11.94,"19","2","spring","ToU","ACORN-A",0.57,0.88,11.22,"4",13.8080000307692
2012-04-24,11.94,"19","2","spring","Std","ACORN-B",0.57,0.88,11.22,"4",7.7742
2012-04-24,11.94,"19","2","spring","ToU","ACORN-B",0.57,0.88,11.22,"4",9.002
2012-04-24,11.94,"19","2","spring","Std","ACORN-C",0.57,0.88,11.22,"4",11.8335384538462
2012-04-24,11.94,"19","2","spring","ToU","ACORN-C",0.57,0.88,11.22,"4",7.17042855714286
2012-04-24,11.94,"19","2","spring","Std","ACORN-D",0.57,0.88,11.22,"4",12.5341304326087
2012-04-24,11.94,"19","2","spring","ToU","ACORN-D",0.57,0.88,11.22,"4",9.86642307307692
2012-04-24,11.94,"19","2","spring","Std","ACORN-E",0.57,0.88,11.22,"4",11.337759355615
