"date","apparentTemperatureMax","apparentTemperatureMin","sunsetTimeHour","weekday","season","cloudCover","humidity","visibility","month","dewPoint","pressure","energy_sum"
2013-02-04,10.2,2.41,"16","1","winter",0.5,0.71,13,"2",3.74,1012.2,11.6230153159526
2013-03-28,0.31,-3.85,"18","4","spring",0.5,0.66,11.64,"3",-3.94,1012.3,12.0509543181247
2012-06-23,19.88,11.65,"20","6","summer",0.54,0.77,12.12,"6",11.14,1012.31,8.60954384238141
2012-04-06,10.48,6.42,"18","5","spring",0.72,0.75,11.64,"4",4.36,1012.32,10.5564769046945
2012-09-10,17.82,11.73,"18","1","summer",0.37,0.62,13.18,"9",8.07,1012.33,8.51159005035684
2012-08-11,25.13,16.03,"19","6","summer",0.24,0.7,11.18,"8",14.21,1012.34,8.02954915983193
2012-04-07,13.08,4.57,"18","6","spring",0.72,0.81,10.83,"4",6.43,1012.36,10.3130231164802
2012-09-16,18.72,13.29,"18","7","summer",0.55,0.71,13.07,"9",10.06,1012.36,9.01801874275302
2013-08-04,22.72,16.37,"19","7","summer",0.54,0.76,12.59,"8",14.37,1012.36,8.07318350382142
2014-01-23,4.93,0.25,"16","4","winter",0.32,0.82,11.49,"1",2.54,1012.39,11.3004138756208
2013-01-31,6.38,3.29,"16","4","winter",0.35,0.74,12.89,"1",4.39,1012.39,11.2815322518586
2013-07-25,26.19,15.26,"19","4","summer",0.37,0.62,13.2,"7",12.7,1012.42,7.9739420857574
2014-01-25,11.77,1.76,"16","6","winter",0.44,0.83,8.71,"1",5.34,1012.46,11.6207782169692
2012-08-02,21.77,13.09,"19","4","summer",0.33,0.73,12.63,"8",12.09,1012.49,7.96554281449611
2012-01-21,12.35,4.21,"16","6","winter",0.59,0.75,13.36,"1",5.84,1012.5,12.735594320284
2012-10-05,14.89,5.86,"17","5","autumn",0.4,0.83,11.06,"10",7.3,1012.51,9.56259996175493
2012-11-29,3.18,-1.39,"15","4","autumn",0.36,0.83,12.92,"11",0.73,1012.58,12.0609808359609
2012-02-18,10.76,-1.07,"17","6","winter",0.53,0.79,12.92,"2",4.27,1012.6,12.9546422796748
2013-12-21,11.95,5.58,"15","6","autumn",0.86,0.86,9.66,"12",8.34,1012.62,12.1239978481409
2013-08-16,20.22,14.12,"19","5","summer",0.57,0.82,11.1,"8",13.68,1012.65,7.85564854084881
2012-07-26,23.79,16.01,"19","4","summer",0.36,0.75,9.75,"7",15.07,1012.66,7.91468598590095
2014-02-26,11.29,1.67,"17","3","winter",0.26,0.73,13,"2",2.74,1012.73,10.2029453223713
2012-08-28,19.69,13.66,"18","2","summer",0.36,0.85,11.84,"8",12.95,1012.74,8.04810268763125
2012-08-27,22.5,14.97,"18","1","summer",0.39,0.75,12.63,"8",13.49,1012.79,8.3152787226423
2012-10-25,10.11,-0.37,"16","4","autumn",0.7,0.79,12.33,"10",4.64,1012.84,10.0616857553529
2013-03-24,-2.86,-6.34,"18","7","spring",0.83,0.78,9.37,"3",-2.86,1012.85,14.1915913964734
2012-11-28,3.34,-0.33,"15","3","autumn",0.65,0.83,13.2,"11",3.31,1012.91,11.9646678712349
2012-09-27,17.07,7.44,"17","4","autumn",0.39,0.85,12.84,"9",9.78,1012.91,9.25459839417671
2013-07-24,25.13,16.86,"20","3","summer",0.45,0.74,12.1,"7",15.38,1012.93,7.87971320716981
2012-03-17,10.75,5.11,"18","6","winter",0.52,0.87,9.3,"3",6.99,1012.96,11.8322221155769
2013-08-24,22.74,13.18,"19","6","summer",0.5,0.83,10.07,"8",14.34,1012.96,8.26301637672824
2013-01-12,0.07,-1.06,"16","6","winter",0.57,0.83,10.03,"1",0.79,1012.97,13.0604536041583
2013-04-17,14.11,5.27,"19","3","spring",0.35,0.64,12.81,"4",4.05,1013.1,9.17927174876646
2013-04-13,19.88,11.49,"18","6","spring",0.45,0.7,12.36,"4",9.24,1013.12,10.531617352132
2012-09-15,18.31,12.98,"18","6","summer",0.66,0.76,12.55,"9",11.04,1013.26,8.40120266625703
2013-10-16,17.29,11.82,"17","3","autumn",0.26,0.84,12.36,"10",11.19,1013.27,9.9731177152337
2013-01-16,-0.15,-4.7,"16","3","winter",0.48,0.91,4.12,"1",-2.6,1013.33,13.1475355111535
2013-07-22,28,19.64,"20","1","summer",0.37,0.74,12.1,"7",17.61,1013.38,8.17883886064832
2013-03-26,-2.29,-4.31,"18","2","spring",0.69,0.65,12.81,"3",-4.69,1013.39,12.9165594512001
2012-09-17,17.19,10.97,"18","1","summer",0.28,0.64,13.02,"9",6.77,1013.39,8.56541200855072
2013-10-23,16.91,6.83,"16","3","autumn",0.36,0.86,12.05,"10",9.37,1013.45,9.17752810922218
2012-09-13,20.69,13.61,"18","4","summer",0.56,0.68,13.31,"9",10.23,1013.51,8.23255736681296
2012-07-17,18.52,14.91,"20","2","summer",0.72,0.85,12.47,"7",14.28,1013.52,8.14688248964135
2013-05-22,10.26,3.51,"19","3","spring",0.49,0.65,12.54,"5",1.88,1013.55,8.82453115537314
2012-12-06,0.37,-5.79,"15","4","autumn",0.43,0.84,12.55,"12",-1.32,1013.58,13.0057500015738
2013-07-29,21.02,15.7,"19","1","summer",0.49,0.86,11.12,"7",15.21,1013.58,7.9075539192068
2013-06-15,17.34,11.46,"20","6","spring",0.42,0.71,12.62,"6",8.74,1013.64,8.65216560547021
2012-06-03,13.89,4.48,"20","7","spring",0.56,0.79,10.86,"6",6.87,1013.69,9.30320213946524
2013-03-04,6.17,-1.41,"17","1","winter",0.27,0.78,7.02,"3",0.86,1013.74,11.4818590866446
2012-08-17,30.6,20.54,"19","5","summer",0.23,0.59,12.87,"8",15.92,1013.75,7.77314537844538
2013-11-19,4.33,-2.23,"16","2","autumn",0.19,0.74,13.5,"11",-0.34,1013.76,11.095023002977
2012-07-02,18.81,15.52,"20","1","summer",0.78,0.9,11.54,"7",15.16,1013.77,8.57434107323481
2013-06-10,16.96,6.87,"20","1","spring",0.61,0.83,10.46,"6",10.87,1013.81,8.57619299859603
2013-09-06,17.7,11.39,"18","5","summer",0.26,0.75,12.6,"9",9.56,1013.82,8.30136296006103
2012-08-16,27.23,17.92,"19","4","summer",0.45,0.63,13.08,"8",14.11,1013.84,7.9581808817437
2012-05-05,7.04,3.19,"19","6","spring",0.73,0.75,13.1,"5",2.79,1013.88,10.2315460349173
2014-01-24,5.72,0.19,"16","5","winter",0.54,0.83,11.99,"1",2.88,1013.91,11.4098802288674
2013-06-16,20.4,12.87,"20","7","spring",0.5,0.66,15.08,"6",9.59,1014.05,8.82588218790036
2012-01-04,4.77,0.79,"16","3","winter",0.49,0.78,12.62,"1",3.38,1014.07,12.7411404771429
2012-08-15,21.67,16.02,"19","3","summer",0.42,0.71,12.84,"8",13.28,1014.08,8.09452720029406
2012-06-30,17.88,11.01,"20","6","summer",0.31,0.7,13.2,"6",9.31,1014.12,8.17816464775481
2013-10-17,17.16,10.5,"17","4","autumn",0.49,0.91,8.75,"10",12.04,1014.16,9.47103368658325
2013-04-03,-1.57,-3.52,"18","3","spring",0.55,0.74,10.8,"4",-2.06,1014.22,11.9232258596374
2012-05-21,24.46,11.44,"19","1","spring",0.47,0.75,8.93,"5",12.84,1014.23,8.81353391784933
2013-07-23,26.24,15.59,"20","2","summer",0.34,0.67,12.89,"7",14.13,1014.24,8.22195739049774
2014-01-10,10.14,0.34,"16","5","winter",0.4,0.85,13,"1",4.11,1014.26,11.2469911448249
2013-06-17,20.37,13.33,"20","1","spring",0.4,0.78,10.81,"6",13.19,1014.27,8.22452285453353
2013-03-25,-2.89,-4.96,"18","1","spring",0.68,0.65,12.76,"3",-4.59,1014.28,13.1182948122023
2012-01-22,11.8,2.14,"16","7","winter",0.37,0.68,13.15,"1",2.65,1014.29,13.7207991855984
2012-05-06,14.48,4.48,"19","7","spring",0.52,0.82,11.64,"5",6.55,1014.29,10.6318134
2013-08-06,21.49,14.97,"19","2","summer",0.37,0.64,13.49,"8",10.71,1014.33,7.71401116355724
2012-08-26,20.99,12.62,"18","7","summer",0.32,0.75,12.46,"8",12.62,1014.33,8.10064944440244
2012-08-25,21.01,14.26,"19","6","summer",0.51,0.69,13.2,"8",10.74,1014.38,8.12416799636707
2011-12-19,4.02,-3.67,"15","1","autumn",0.47,0.94,10.43,"12",2.45,1014.39,13.7744709716129
2012-12-18,7.12,2.47,"15","2","autumn",0.62,0.86,11.65,"12",4.36,1014.41,11.9581924326032
2013-04-16,17.95,8.26,"19","2","spring",0.54,0.77,10.8,"4",9.18,1014.48,9.22987664514932
2013-01-25,0.81,-4.07,"16","5","winter",0.74,0.8,10.8,"1",-2.16,1014.52,13.4207022727389
2013-03-31,1.64,-2.33,"18","7","spring",0.4,0.68,12.67,"3",-3.57,1014.56,11.9327208888355
2012-12-01,2.61,-4.31,"15","6","autumn",0.31,0.88,8.92,"12",-0.17,1014.56,13.1217524407414
2013-05-11,14.81,2.44,"19","6","spring",0.44,0.76,12.05,"5",5.66,1014.56,9.27623966536313
2012-08-22,22.04,12.96,"19","3","summer",0.37,0.7,12.83,"8",11.29,1014.56,7.8457140456435
2012-07-30,20.19,11.52,"19","1","summer",0.53,0.84,11.57,"7",13.16,1014.62,8.08181234275484
2013-04-01,3.74,-4.26,"18","1","spring",0.2,0.57,13.02,"4",-4.69,1014.63,11.9824229419611
2012-09-11,17.92,6.77,"18","2","summer",0.34,0.72,13.16,"9",7.95,1014.64,8.2373150043022
2012-06-04,15,7.54,"20","1","spring",0.51,0.82,11.3,"6",8.14,1014.65,8.83711173493718
2013-06-18,25.56,15.83,"20","2","spring",0.31,0.76,9.82,"6",15.19,1014.65,8.20618845934807
2012-11-18,9.42,2.07,"16","7","autumn",0.3,0.82,12.57,"11",2.5,1014.66,12.0827298857892
2012-11-16,7.75,4.89,"16","5","autumn",0.9,0.92,3.48,"11",6.3,1014.76,11.2775345388065
2012-04-27,10.03,2.18,"19","5","spring",0.74,0.92,9.06,"4",7.3,1014.81,9.65954658007929
2013-08-22,26.03,16.49,"19","4","summer",0.11,0.75,9.96,"8",15.58,1014.88,8.04384343562607
2013-12-29,4.44,-2.77,"15","7","winter",0.12,0.84,14.08,"12",1.34,1014.89,11.9735927875759
2012-06-01,17.54,11.83,"20","5","spring",0.71,0.81,9.29,"6",10.58,1014.89,8.14602340616088
2013-08-02,23.17,15.36,"19","5","summer",0.34,0.71,12.71,"8",13.17,1014.89,7.98315031223294
2013-08-15,21.73,16.98,"19","4","summer",0.51,0.84,11.81,"8",15.74,1015.02,7.80067436961546
2011-12-20,4.98,1.68,"15","2","autumn",0.48,0.81,12.89,"12",3.64,1015.09,12.7091063762918
2013-04-26,10.36,1.82,"19","5","spring",0.39,0.71,13.16,"4",1.85,1015.1,8.77842514832838
2013-02-12,-0.19,-2.29,"17","2","winter",0.86,0.76,7.32,"2",-2.12,1015.13,12.9407751655361
2012-07-14,18.26,12.44,"20","6","summer",0.39,0.69,11.97,"7",9.03,1015.16,8.59546066300359
2012-08-18,29.5,18.33,"19","6","summer",0.21,0.72,12.28,"8",17.77,1015.16,8.01485017856693
2013-04-04,3.68,-2.8,"18","4","spring",0.63,0.61,13.08,"4",-3.08,1015.19,12.2019722473821
2012-07-29,19.69,8.53,"19","7","summer",0.31,0.65,12.92,"7",7.83,1015.19,8.56678601442713
2013-04-25,13.28,5.04,"19","4","spring",0.51,0.65,12.12,"4",3.07,1015.24,8.28206681505197
2012-10-09,14.13,6.21,"17","2","autumn",0.56,0.74,13.21,"10",6.21,1015.24,9.64186838981088
2012-01-25,8.59,5.72,"16","3","winter",0.81,0.9,10.38,"1",7.59,1015.27,12.5534952612903
2012-10-07,12.22,8.84,"17","7","autumn",0.61,0.92,7.84,"10",10.23,1015.27,10.21282835372
2013-07-30,23.77,16.49,"19","2","summer",0.55,0.8,11.97,"7",15.78,1015.34,7.99981715081224
2012-10-28,6.89,-0.94,"16","7","autumn",0.419161290322581,0.882916666666667,12.6529166666667,"10",4.04958333333333,1015.40375,12.0645978260145
2013-10-27,6.89,-0.94,"16","7","autumn",0.419161290322581,0.882916666666667,12.6529166666667,"10",4.04958333333333,1015.40375,10.1673871770312
2012-05-14,11.27,2.59,"19","1","spring",0.41,0.81,12.79,"5",4.71,1015.41,9.18881962460318
2012-09-20,16.32,10.34,"18","4","summer",0.43,0.76,12.54,"9",8.68,1015.46,8.63660123165128
2013-02-02,1.9,-1.71,"16","6","winter",0.43,0.71,13.42,"2",-0.82,1015.47,12.359468647922
2012-07-01,17.58,12.47,"20","7","summer",0.56,0.83,11.97,"7",12.17,1015.49,8.68717965860266
2013-04-15,16.55,7.26,"18","1","spring",0.4,0.7,12.52,"4",6.83,1015.5,9.3196743918969
2013-09-13,13.85,7.1,"18","5","summer",0.69,0.89,9.64,"9",9.98,1015.54,8.82940404737445
2013-05-20,16.22,12.01,"19","1","spring",0.79,0.78,10.78,"5",9.39,1015.56,9.01906286123858
2013-03-14,5.17,-3.72,"18","4","winter",0.27,0.67,10.54,"3",-3.24,1015.57,11.7860816737648
2011-12-10,3.14,-3.42,"15","6","autumn",0.17,0.81,12.83,"12",-0.34,1015.58,12.6338009925373
2012-10-27,6.89,-0.94,"16","6","autumn",0.42,0.88,12.68,"10",3.96,1015.62,11.2994297103261
2013-08-05,22.11,12.23,"19","1","summer",0.41,0.68,13.53,"8",10.77,1015.69,8.00088371985252
2013-06-09,14.56,10.61,"20","7","spring",0.95,0.68,12.55,"6",6.35,1015.7,9.14705667833895
2013-11-10,7.3,0.71,"16","7","autumn",0.18,0.79,12.68,"11",2.49,1015.79,11.5539007331534
2013-01-10,2.36,-0.48,"16","4","winter",0.7,0.94,5.21,"1",1.46,1015.8,12.0667892249773
2012-04-30,17.24,11.28,"19","1","spring",0.61,0.84,9.29,"4",10.76,1015.82,9.33754997640929
2012-10-19,14.01,8.9,"16","5","autumn",0.61,0.91,8.01,"10",10.16,1015.85,10.1550247312942
2012-10-26,3.78,-2.56,"16","5","autumn",0.39,0.79,13.07,"10",1.48,1015.91,10.6630710140942
2013-03-21,2.57,-1.24,"18","4","winter",0.61,0.75,10.8,"3",-0.18,1015.96,11.5047561338867
2012-10-08,14.23,7.73,"17","1","autumn",0.58,0.82,10.12,"10",8.4,1015.96,10.1282461222653
2012-04-05,12.28,-1.43,"18","4","spring",0.35,0.65,13.05,"4",0.39,1016.01,10.6452334067114
2013-07-21,32.16,17.29,"20","7","summer",0.28,0.63,11.3,"7",15.81,1016.02,8.19377346364493
2013-04-21,14.32,5.12,"19","7","spring",0.66,0.74,12.04,"4",5.68,1016.11,9.99667631842984
2013-06-13,18.81,7.72,"20","4","spring",0.45,0.69,13.05,"6",8.18,1016.14,8.54384331740921
2012-08-29,16.92,11.25,"18","3","summer",0.4,0.8,12.33,"8",11.14,1016.19,8.29493091182276
2012-07-19,17.77,13.12,"20","4","summer",0.54,0.79,12.18,"7",11.44,1016.21,8.12779020622626
2012-06-13,18.08,7.79,"20","3","spring",0.35,0.71,12.6,"6",8.21,1016.24,6.98976638256628
2012-06-16,19.44,12.46,"20","6","spring",0.48,0.67,13.33,"6",9.47,1016.26,7.797470794808
2013-09-26,16.99,10.58,"17","4","autumn",0.36,0.8,13.39,"9",10.18,1016.27,8.49393429055556
2012-12-02,2.71,-4.97,"15","7","autumn",0.31,0.84,12.81,"12",-1.13,1016.35,13.7155289448082
2012-06-12,17.51,7.54,"20","2","spring",0.32,0.67,12.6,"6",6.68,1016.35,9.1583743100853
2013-04-28,13.41,4.92,"19","7","spring",0.45,0.59,13.18,"4",2.25,1016.36,10.0098241978257
2011-12-18,1.98,-4.12,"15","7","autumn",0.22,0.84,13.04,"12",-0.31,1016.37,14.7322714275
2013-01-24,2.08,-2.49,"16","4","winter",0.8,0.79,10.32,"1",-1.81,1016.41,13.3672035666727
2013-09-25,18.88,13.12,"17","3","autumn",0.51,0.79,10.07,"9",11.82,1016.43,8.55819578480843
2013-05-06,19.82,8.63,"19","1","spring",0.16,0.6,14.19,"5",6.68,1016.51,8.64548966617017
2012-10-24,13.61,10.09,"16","3","autumn",0.81,0.91,7.9,"10",10.89,1016.51,9.78420370344701
2012-03-04,7.01,-0.88,"17","7","winter",0.65,0.9,10.36,"3",4.87,1016.56,13.4635063580347
2013-10-31,13.11,11.61,"16","4","autumn",0.74,0.89,11.36,"10",10.68,1016.56,9.97030379497207
2012-07-24,29.37,15.74,"20","2","summer",0.2,0.57,12.31,"7",12.96,1016.59,7.91489272931507
2014-01-12,6.06,-1.79,"16","7","winter",0.46,0.9,8.27,"1",2.78,1016.63,12.752337201987
2013-09-23,21.47,11.53,"17","1","summer",0.17,0.89,4.39,"9",13.61,1016.64,8.81850565127419
2013-12-16,12.89,6.56,"15","1","autumn",0.88,0.89,10.36,"12",9.68,1016.66,11.1700610692895
2012-12-19,4.49,0.96,"15","3","autumn",0.52,0.92,7.87,"12",4.27,1016.68,12.4012659286387
2013-06-08,14.17,10.29,"20","6","spring",0.89,0.72,12.38,"6",7.13,1016.69,8.26964678339566
2012-06-19,21.16,11.47,"20","2","spring",0.32,0.64,12.33,"6",9.49,1016.69,8.12038286493224
2012-12-28,12.34,3.99,"15","5","winter",0.7,0.89,11.46,"12",7.73,1016.76,11.768871214366
2012-05-13,11.41,4.06,"19","7","spring",0.43,0.8,12.89,"5",6.17,1016.78,9.49702122938547
2011-12-30,10.27,1.71,"16","5","winter",0.56,0.84,11.06,"12",4.12,1016.85,12.4042092489051
2013-04-14,15.43,10.08,"18","7","spring",0.42,0.72,12.96,"4",7.8,1016.86,10.0442564420545
2013-01-01,4.38,0.23,"16","2","winter",0.43,0.82,13.15,"1",2.4,1016.89,11.8391743154907
2013-08-11,20.39,13.57,"19","7","summer",0.41,0.61,14.11,"8",8.99,1016.89,8.01772023505584
2012-06-17,18.87,11.17,"20","7","spring",0.43,0.73,12.49,"6",9.48,1016.94,8.90575000117532
2013-04-27,11.59,1.61,"19","6","spring",0.27,0.64,12.49,"4",0.63,1017,9.52584724036424
2013-06-30,19.78,13.89,"20","7","summer",0.44,0.63,12.73,"6",9.34,1017.04,8.46244179996251
2013-09-12,18.3,14.82,"18","4","summer",1,0.95,5.91,"9",15.51,1017.09,8.56575233891541
2012-09-14,21.12,8.97,"18","5","summer",0.22,0.7,12.92,"9",9.53,1017.25,8.29216829797959
2012-08-21,21.48,13.16,"19","2","summer",0.34,0.72,12.87,"8",11.88,1017.28,7.94275446311699
2012-05-28,22.37,14.25,"20","1","spring",0.33,0.73,11.57,"5",12.93,1017.29,8.10115292853894
2013-05-03,16.31,5.78,"19","5","spring",0.34,0.64,13.24,"5",5.3,1017.3,8.3922208376186
2012-03-18,8.03,1.58,"18","7","winter",0.38,0.82,11.57,"3",3.89,1017.33,12.1554413464423
2013-04-02,-0.57,-3.72,"18","2","spring",0.45,0.64,13.1,"4",-3.7,1017.4,11.2662517108933
2013-01-17,2.88,-3.86,"16","4","winter",0.31,0.83,9.64,"1",-2.88,1017.44,13.2786870223373
2012-06-24,21.15,12.11,"20","7","summer",0.36,0.7,13.18,"6",11.02,1017.44,8.99321729674173
2012-05-16,14.06,6.22,"19","3","spring",0.42,0.66,12.76,"5",4.54,1017.46,8.09679030543142
2012-03-07,10.75,1.87,"17","3","winter",0.46,0.78,11.8,"3",3.86,1017.5,12.757729392539
2012-06-26,22.78,17.74,"20","2","summer",0.57,0.82,12.44,"6",16.17,1017.53,8.2293715651374
2013-10-10,13.16,5.62,"17","4","autumn",0.77,0.86,10.25,"10",8.97,1017.55,9.29505780576148
2013-01-11,5.7,-1.42,"16","5","winter",0.52,0.93,5.7,"1",1.68,1017.62,12.1099493560174
2013-11-22,4.74,0,"16","5","autumn",0.27,0.76,12.36,"11",1.52,1017.66,11.5099810085465
2011-12-23,11.44,0.99,"15","5","winter",0.74,0.85,12.36,"12",7.08,1017.67,12.2549894214286
2012-08-20,22.09,16.36,"19","1","summer",0.34,0.75,12.52,"8",13.99,1017.69,8.14300483455233
2013-09-19,18.41,8.16,"18","4","summer",0.51,0.75,12.5,"9",9.13,1017.72,9.1169680372823
2012-05-27,25.58,13.89,"20","7","spring",0.21,0.62,12.12,"5",12.16,1017.75,8.43969314850317
2013-02-07,2.42,-2.68,"17","4","winter",0.39,0.71,12.49,"2",-1.83,1017.82,12.2380164108497
2012-05-29,24.11,12.5,"20","2","spring",0.4,0.72,9.08,"5",12.61,1017.83,8.00506552777933
2012-09-28,15.83,6.9,"17","5","autumn",0.17,0.75,13.21,"9",6.81,1017.85,9.254501698002
2013-05-30,21.68,11.27,"20","4","spring",0.54,0.72,10.59,"5",10.44,1017.87,9.05063902911298
2011-12-21,12.14,3.84,"15","3","autumn",0.67,0.94,9.41,"12",8.6,1017.91,12.1485701985673
2013-09-07,16.86,9.13,"18","6","summer",0.37,0.8,12.57,"9",8.91,1017.99,8.3138346673913
2013-09-08,10.63,8.03,"18","7","summer",0.03,0.88,10.3,"9",8.26,1018.08,8.84021521130385
2012-07-25,26.44,15.93,"19","3","summer",0.12,0.61,11.7,"7",12.8,1018.08,7.99986409557522
2012-10-20,12.41,10.19,"16","6","autumn",0.69,0.94,9.22,"10",10.32,1018.09,10.1418403647463
2013-10-11,14.17,7.6,"17","5","autumn",0.43,0.83,10.62,"10",8.53,1018.13,9.8737308507775
2013-08-10,22.76,15.42,"19","6","summer",0.45,0.62,13.97,"8",10.78,1018.13,7.7033080859307
2012-07-23,28.32,14.21,"20","1","summer",0.02,0.58,12.31,"7",12.24,1018.25,7.99294122635349
2013-08-25,24.32,16.37,"19","7","summer",0.38,0.69,11.27,"8",13.13,1018.33,8.11769853416492
2013-10-09,11.82,4.19,"17","3","autumn",0.45,0.68,12.41,"10",3.67,1018.36,8.94084204544581
2013-05-25,18.82,4.49,"20","6","spring",0.34,0.55,14.76,"5",3.14,1018.43,8.91666168992349
2013-05-21,14.02,7.13,"19","2","spring",0.74,0.7,11.68,"5",5.89,1018.45,8.76439910578143
2012-05-26,25.98,13.55,"20","6","spring",0.13,0.56,13.02,"5",10.22,1018.48,8.12422372510798
2014-01-11,5.91,1.02,"16","6","winter",0.2,0.81,12.05,"1",3.31,1018.51,11.5389779543701
2012-04-04,6.47,2.59,"18","3","spring",0.7,0.76,9.64,"4",3.06,1018.58,10.2503971160213
2012-05-30,19.54,13.7,"20","3","spring",0.48,0.76,12.49,"5",12.02,1018.59,7.96831507510373
2013-08-26,22.78,12.82,"19","1","summer",0.23,0.69,11.3,"8",10.67,1018.6,8.0020666664
2012-01-19,11.51,3.28,"16","4","winter",0.56,0.85,11.33,"1",7.16,1018.64,12.2747607724138
2013-02-03,6.66,-2.93,"16","7","winter",0.55,0.82,13.12,"2",2.24,1018.69,13.305082923018
2013-12-20,10.42,-0.66,"15","5","autumn",0.36,0.79,13.82,"12",3.15,1018.73,11.4893173533751
2012-09-12,17.64,7.17,"18","3","summer",0.37,0.68,12.96,"9",7.18,1018.75,8.27887156851037
2013-08-14,23.46,16.78,"19","3","summer",0.55,0.79,10.88,"8",15.78,1018.77,7.71056052237166
2013-02-09,2.1,-0.57,"17","6","winter",0.7,0.86,10.38,"2",0.73,1018.79,12.8583726062739
2013-01-13,-0.09,-2.16,"16","7","winter",0.6,0.74,12.46,"1",-1.76,1018.81,13.66222980501
2013-08-08,23.85,15.72,"19","4","summer",0.48,0.67,12.42,"8",12.55,1018.82,7.66710662914773
2012-01-23,5.67,0.91,"16","1","winter",0.36,0.78,13.04,"1",2.57,1018.88,12.6141237675835
2012-12-09,5.37,0.49,"15","7","autumn",0.53,0.8,13.33,"12",3.43,1018.89,13.4189907764334
2012-03-16,7.32,6.07,"18","5","winter",0.89,0.76,9.4,"3",5.04,1018.93,11.3096224577928
2012-03-03,14.29,5.29,"17","6","winter",0.55,0.82,7.44,"3",6.42,1018.94,12.2079225427746
2012-09-29,16.46,4.87,"17","6","autumn",0.48,0.81,13.15,"9",8.66,1019,9.38299500593288
2013-08-03,22.98,14.79,"19","6","summer",0.43,0.7,12.67,"8",12.82,1019.02,7.74115223093797
2012-05-31,20.08,13.98,"20","4","spring",0.63,0.78,11.14,"5",12.69,1019.08,8.06943102470011
2012-01-27,6.15,-0.42,"16","5","winter",0.25,0.78,13,"1",1.44,1019.12,12.4719853474359
2012-11-08,12.34,5.13,"16","4","autumn",0.64,0.78,13.36,"11",6.19,1019.18,10.945955830105
2012-06-18,20.35,10.1,"20","1","spring",0.31,0.68,12.84,"6",9.32,1019.22,8.32665216317453
2013-04-22,20.25,10.02,"19","1","spring",0.46,0.68,12.5,"4",8.31,1019.23,9.41152330447539
2013-12-15,12.54,6.2,"15","7","autumn",0.68,0.91,9.14,"12",9.59,1019.25,12.257546770274
2012-01-20,10.05,0.73,"16","5","winter",0.47,0.78,12.99,"1",4.23,1019.26,12.7830270810417
2013-08-07,23.81,11.83,"19","3","summer",0.3,0.63,13.52,"8",10.42,1019.26,7.63305358805151
2013-02-08,2.73,-2.13,"17","5","winter",0.41,0.78,10.54,"2",-0.32,1019.29,12.1127377334306
2013-09-11,18.02,12.58,"18","3","summer",0.72,0.87,9.24,"9",12.51,1019.29,8.83915397771418
2012-08-19,24.54,17.05,"19","7","summer",0.34,0.75,12.5,"8",15.64,1019.31,8.41062870281572
2012-01-24,8.56,-1.04,"16","2","winter",0.6,0.95,7.92,"1",5.17,1019.33,12.8722519374031
2013-08-18,22.02,12.68,"19","7","summer",0.27,0.59,14.13,"8",9.32,1019.36,8.20290707031547
2012-09-21,15.62,5.43,"18","5","summer",0.28,0.69,12.97,"9",5.38,1019.37,8.80640323234452
2013-07-03,22.89,12.48,"20","3","summer",0.44,0.76,11.93,"7",13.32,1019.37,8.19504650277517
2012-06-22,18.12,11.01,"20","5","summer",0.33,0.71,13.23,"6",9.17,1019.39,8.44999326816543
2011-11-30,11.87,3.34,"15","3","autumn",0.31,0.78,13.05,"11",5.26,1019.43,8.81351315789474
2012-05-01,13.81,7.76,"19","2","spring",0.78,0.85,8.66,"5",8.57,1019.49,9.20682369256198
2012-04-14,6.16,-0.3,"18","6","spring",0.25,0.66,13.33,"4",0.21,1019.5,10.2552783720294
2012-08-06,19.32,11.49,"19","1","summer",0.46,0.78,12.89,"8",11.42,1019.52,8.26740390537702
2013-02-19,10.12,-1.43,"17","2","winter",0.11,0.79,6.95,"2",0.3,1019.55,11.3850073113711
2013-08-29,24.03,15.34,"18","4","summer",0.31,0.64,12.78,"8",12.18,1019.63,7.747788270754
2013-12-13,11.73,5.42,"15","5","autumn",0.51,0.85,9.45,"12",7.79,1019.67,11.3921246323811
2013-02-15,7.75,-0.06,"17","5","winter",0.41,0.77,13.04,"2",2.22,1019.7,11.552171169635
2012-10-23,16.18,13.08,"16","2","autumn",0.74,0.92,2.45,"10",12.82,1019.7,10.0804348464804
2013-07-20,26.07,16.84,"20","6","summer",0.51,0.71,11.64,"7",14.71,1019.71,8.01356375908834
2013-10-04,17.94,13.67,"17","5","autumn",0.49,0.87,11.91,"10",13.26,1019.72,8.70288308711845
2013-06-27,20.25,12.56,"20","4","summer",0.93,0.87,10.35,"6",13.92,1019.73,8.10337579638441
2013-05-02,19.71,4.48,"19","4","spring",0.34,0.56,14.76,"5",3.28,1019.76,8.55738646036824
2012-07-15,17.15,13.05,"20","7","summer",0.68,0.85,12.21,"7",12.67,1019.8,8.63847563729171
2012-03-30,11.09,4.29,"18","5","spring",0.61,0.71,11.22,"3",3.71,1019.84,9.34331788707317
2012-10-21,14.79,12.02,"16","7","autumn",0.9,0.98,1.48,"10",13.32,1019.88,10.9519319698141
2013-08-21,21.34,16.81,"19","3","summer",0.36,0.9,11.3,"8",16.62,1019.89,7.68057386971136
2012-06-25,22.92,14.04,"20","1","summer",0.56,0.69,12.83,"6",12.14,1019.93,8.26851710176991
