"date","apparentTemperatureMax","sunsetTimeHour","weekday","season","cloudCover","humidity","visibility","month","energy_sum"
2013-10-16,17.29,"17","3","autumn",0.26,0.84,12.36,"10",9.9731177152337
2013-10-09,11.82,"17","3","autumn",0.45,0.68,12.41,"10",8.94084204544581
2013-10-22,16.53,"16","2","autumn",0.34,0.8,12.42,"10",9.31166147028483
2013-10-08,16.48,"17","2","autumn",0.55,0.76,12.46,"10",8.76896484119116
2012-10-29,12.4,"16","1","autumn",0.45,0.89,12.49,"10",11.005619020471
2012-10-01,16.44,"17","1","autumn",0.39,0.85,12.55,"10",9.59029503021869
2012-10-15,14.74,"17","1","autumn",0.39,0.74,12.59,"10",10.2020812658837
2012-10-28,6.89,"16","7","autumn",0.419161290322581,0.882916666666667,12.6529166666667,"10",12.0645978260145
2013-10-27,6.89,"16","7","autumn",0.419161290322581,0.882916666666667,12.6529166666667,"10",10.1673871770312
2012-10-27,6.89,"16","6","autumn",0.42,0.88,12.68,"10",11.2994297103261
2012-10-03,14.99,"17","3","autumn",0.28,0.79,12.79,"10",9.39512822123894
2012-10-12,11.53,"17","5","autumn",0.29,0.84,12.94,"10",9.61199562837324
2012-10-31,12.36,"16","3","autumn",0.49,0.79,12.99,"10",10.8264622206197
2012-10-02,14.34,"17","2","autumn",0.36,0.8,12.99,"10",9.40385959630727
2012-10-11,14.73,"17","4","autumn",0.48,0.75,13.07,"10",10.0057077271041
2012-10-26,3.78,"16","5","autumn",0.39,0.79,13.07,"10",10.6630710140942
2012-10-09,14.13,"17","2","autumn",0.56,0.74,13.21,"10",9.64186838981088
2012-10-17,16.04,"17","3","autumn",0.44,0.85,13.23,"10",9.77540481074986
2013-10-30,13.57,"16","3","autumn",0.33,0.8,13.36,"10",9.92981667575583
2013-10-29,12.38,"16","2","autumn",0.25,0.77,13.66,"10",9.91441066565268
2012-11-16,7.75,"16","5","autumn",0.9,0.92,3.48,"11",11.2775345388065
2012-11-15,9.07,"16","4","autumn",0.71,0.92,4.06,"11",10.9394820950814
2013-11-18,8.54,"16","1","autumn",0.98,0.92,5.39,"11",11.044271902528
2012-11-24,7.11,"16","6","autumn",0.58,0.97,5.7,"11",12.0949148140351
2013-11-28,9.38,"15","4","autumn",0.96,0.87,6.34,"11",11.0534845068603
2013-11-17,9.57,"16","7","autumn",1,0.87,6.41,"11",11.8816185322394
2013-11-27,10.32,"15","3","autumn",0.88,0.89,6.76,"11",11.2999243954014
2013-11-11,12.63,"16","1","autumn",0.65,0.91,7.81,"11",11.0079090206631
2011-11-23,10.36,"16","3","autumn",0.36,0.93,8.06,"11",6.95269231538462
2012-11-05,7.08,"16","1","autumn",0.41,0.83,9.08,"11",11.3905215588406
2012-11-14,12.62,"16","3","autumn",0.55,0.86,9.21,"11",10.6868372477758
2012-11-17,12.44,"16","6","autumn",0.65,0.88,9.32,"11",11.4896696799855
2013-11-02,15.08,"16","6","autumn",0.43,0.82,9.46,"11",9.97770980213749
2013-11-16,8.36,"16","6","autumn",0.35,0.87,9.66,"11",11.2957998828638
2012-11-27,6.07,"15","2","autumn",0.72,0.9,9.69,"11",11.6814518979566
2013-11-12,13.11,"16","2","autumn",0.56,0.85,9.91,"11",10.4047125775656
2012-11-04,7.03,"16","7","autumn",0.59,0.92,9.99,"11",12.6180360440862
2012-11-30,2.52,"15","5","autumn",0.25,0.88,10.01,"11",12.3005726941049
2012-11-12,12.18,"16","1","autumn",0.5,0.92,10.04,"11",11.402977572382
2013-11-06,14.87,"16","3","autumn",0.62,0.88,10.19,"11",10.4785114663519
2012-11-11,8.39,"16","7","autumn",0.22,0.88,10.32,"11",12.0249497089544
2012-11-06,7.17,"16","2","autumn",0.33,0.87,10.41,"11",11.5324599924873
2011-11-24,12.93,"16","4","autumn",0.41,0.89,10.64,"11",8.536479996
2012-11-21,11.87,"16","3","autumn",0.45,0.91,10.65,"11",11.3239184742589
2012-11-20,13.46,"16","2","autumn",0.76,0.9,10.81,"11",11.1047924795011
2013-11-29,10.18,"15","5","autumn",0.62,0.77,11.02,"11",10.9968387901754
2013-11-04,8.24,"16","1","autumn",0.29,0.82,11.14,"11",10.3219179197881
2013-11-23,4.72,"16","6","autumn",0.46,0.82,11.2,"11",11.7709559905196
2012-11-26,10.69,"16","1","autumn",0.64,0.91,11.31,"11",11.5082332729837
2013-11-09,7.04,"16","6","autumn",0.41,0.9,11.43,"11",11.3069205703875
2012-11-23,10.7,"16","5","autumn",0.38,0.89,11.46,"11",11.0147053721469
2012-11-13,14.66,"16","2","autumn",0.54,0.88,11.49,"11",10.704661240586
2013-11-01,13.97,"16","5","autumn",0.55,0.89,11.57,"11",9.82178135166635
2013-11-24,5.55,"16","7","autumn",0.77,0.78,11.78,"11",12.4271839249708
2012-11-10,10.31,"16","6","autumn",0.49,0.91,11.78,"11",11.421789797775
2011-11-28,12.58,"15","1","autumn",0.56,0.86,11.84,"11",9.10338181454545
2013-11-21,4.39,"16","4","autumn",0.48,0.78,11.96,"11",11.6342867118559
2013-11-03,11.43,"16","7","autumn",0.22,0.74,11.99,"11",11.0441856336607
2013-11-05,12.39,"16","2","autumn",0.56,0.83,12.1,"11",10.7103691212028
2013-11-08,11,"16","5","autumn",0.5,0.9,12.1,"11",10.5311736437584
2013-11-25,4.63,"16","1","autumn",0.73,0.77,12.17,"11",11.5675416503893
2013-11-20,3.21,"16","3","autumn",0.52,0.85,12.18,"11",11.8338616216373
2013-11-22,4.74,"16","5","autumn",0.27,0.76,12.36,"11",11.5099810085465
2012-11-25,12.54,"16","7","autumn",0.54,0.81,12.36,"11",12.1858061844874
2011-11-25,13.03,"16","5","autumn",0.48,0.79,12.38,"11",9.499781246875
2012-11-19,11.23,"16","1","autumn",0.5,0.82,12.38,"11",11.40628127171
2013-11-30,6.01,"15","6","autumn",0.5,0.73,12.46,"11",11.530147006668
2012-11-01,11.46,"16","4","autumn",0.44,0.85,12.54,"11",10.7816885860688
2012-11-18,9.42,"16","7","autumn",0.3,0.82,12.57,"11",12.0827298857892
2011-11-29,13.47,"15","2","autumn",0.6,0.82,12.57,"11",9.27487302380952
2013-11-26,5.77,"16","2","autumn",0.47,0.72,12.63,"11",11.4432681977228
2012-11-07,7.64,"16","3","autumn",0.47,0.86,12.67,"11",11.2462700933201
2013-11-10,7.3,"16","7","autumn",0.18,0.79,12.68,"11",11.5539007331534
2012-11-03,6.47,"16","6","autumn",0.25,0.79,12.71,"11",11.3928860700417
2012-11-22,13.09,"16","4","autumn",0.54,0.81,12.73,"11",10.9990513574864
2012-11-29,3.18,"15","4","autumn",0.36,0.83,12.92,"11",12.0609808359609
2012-11-02,6.88,"16","5","autumn",0.23,0.77,12.96,"11",11.026956710777
2013-11-13,9.09,"16","3","autumn",0.45,0.82,12.99,"11",10.669635555592
2011-11-30,11.87,"15","3","autumn",0.31,0.78,13.05,"11",8.81351315789474
2011-11-26,12.96,"16","6","autumn",0.44,0.81,13.07,"11",10.2677073097561
2011-11-27,13.54,"16","7","autumn",0.42,0.72,13.08,"11",10.8508048926829
2013-11-15,7.41,"16","5","autumn",0.27,0.72,13.12,"11",10.7880055918804
2013-11-14,6.61,"16","4","autumn",0.32,0.74,13.18,"11",10.6443382847445
2012-11-28,3.34,"15","3","autumn",0.65,0.83,13.2,"11",11.9646678712349
2012-11-08,12.34,"16","4","autumn",0.64,0.78,13.36,"11",10.945955830105
2012-11-09,11.27,"16","5","autumn",0.7,0.8,13.37,"11",10.933946624896
2013-11-19,4.33,"16","2","autumn",0.19,0.74,13.5,"11",11.095023002977
2013-11-07,14.7,"16","4","autumn",0.66,0.83,13.9,"11",10.1193467019476
2013-12-12,7.28,"15","4","autumn",0.16,0.94,3.14,"12",11.641280485046
2013-12-11,6.34,"15","3","autumn",0.03,0.93,3.48,"12",11.7077109589628
2013-12-10,7.65,"15","2","autumn",0.23,0.91,4.49,"12",11.3784299968518
2012-12-11,1.26,"15","2","autumn",0.29,0.89,6.18,"12",11.7740591522612
2012-12-12,1.8,"15","3","autumn",0.45,0.91,6.49,"12",13.2632607213316
2012-12-13,-1.1,"15","4","autumn",0.6,0.87,6.78,"12",13.3223444290883
2012-12-14,10.34,"15","5","autumn",0.71,0.92,7.45,"12",13.0831425731138
2012-12-19,4.49,"15","3","autumn",0.52,0.92,7.87,"12",12.4012659286387
2012-12-01,2.61,"15","6","autumn",0.31,0.88,8.92,"12",13.1217524407414
2012-12-20,7.93,"15","4","autumn",0.76,0.96,8.96,"12",12.24311350458
2013-12-15,12.54,"15","7","autumn",0.68,0.91,9.14,"12",12.257546770274
2011-12-21,12.14,"15","3","autumn",0.67,0.94,9.41,"12",12.1485701985673
2013-12-13,11.73,"15","5","autumn",0.51,0.85,9.45,"12",11.3921246323811
2013-12-17,7.08,"15","2","autumn",0.6,0.9,9.61,"12",11.370127618027
2013-12-21,11.95,"15","6","autumn",0.86,0.86,9.66,"12",12.1239978481409
2013-12-18,10.29,"15","3","autumn",0.64,0.88,9.7,"12",11.2999232883757
2013-12-26,4.53,"15","4","winter",0.49,0.92,9.8,"12",11.6558585151675
2013-12-23,11.95,"15","1","winter",0.58,0.84,9.98,"12",12.0463251759005
2012-12-22,13.07,"15","6","winter",0.67,0.96,10.15,"12",12.3587841216422
2013-12-16,12.89,"15","1","autumn",0.88,0.89,10.36,"12",11.1700610692895
2011-12-19,4.02,"15","1","autumn",0.47,0.94,10.43,"12",13.7744709716129
2012-12-03,10.22,"15","1","autumn",0.58,0.87,10.67,"12",12.3932922025692
2013-12-02,8.79,"15","1","autumn",0.86,0.79,10.7,"12",11.2390421288473
2013-12-09,11.01,"15","1","autumn",0.32,0.89,10.73,"12",11.2236781246094
2012-12-24,12.3,"15","1","winter",0.61,0.91,10.85,"12",12.0538786494105
2013-12-24,11.93,"15","2","winter",0.4,0.81,10.86,"12",11.9816715628868
2011-12-16,0.99,"15","5","autumn",0.7,0.88,10.96,"12",13.3760801416031
2011-12-30,10.27,"16","5","winter",0.56,0.84,11.06,"12",12.4042092489051
2012-12-05,-0.07,"15","3","autumn",0.39,0.84,11.14,"12",12.7365271339182
2013-12-30,10.22,"16","1","winter",0.55,0.83,11.35,"12",11.8136104249265
2013-12-27,10.99,"15","5","winter",0.37,0.75,11.43,"12",11.6619784475705
2012-12-28,12.34,"15","5","winter",0.7,0.89,11.46,"12",11.768871214366
2013-12-01,8.59,"15","7","autumn",0.55,0.83,11.59,"12",12.2626361152886
2011-12-17,1.72,"15","6","autumn",0.37,0.86,11.64,"12",13.5119678539286
2012-12-18,7.12,"15","2","autumn",0.62,0.86,11.65,"12",11.9581924326032
2013-12-07,6.32,"15","6","autumn",0.47,0.85,11.78,"12",11.9242619130859
2011-12-02,5.33,"15","5","autumn",0.32,0.87,11.89,"12",10.145910005
2013-12-03,7.22,"15","2","autumn",0.97,0.72,11.99,"12",11.4140062422829
2011-12-12,5.94,"15","1","autumn",0.38,0.84,12.05,"12",11.9519583324074
2011-12-11,5.72,"15","7","autumn",0.56,0.88,12.09,"12",13.7491741373134
2013-12-31,10.36,"16","2","winter",0.59,0.85,12.13,"12",11.9139172398313
2011-12-01,12.15,"15","4","autumn",0.57,0.82,12.15,"12",9.22770652717391
2012-12-21,7.58,"15","5","autumn",0.44,0.91,12.15,"12",11.7767963030265
2013-12-04,6.66,"15","3","autumn",0.56,0.77,12.25,"12",11.3561043892683
2013-12-25,4.98,"15","3","winter",0.03,0.85,12.36,"12",12.5428469510484
2011-12-23,11.44,"15","5","winter",0.74,0.85,12.36,"12",12.2549894214286
2012-12-08,4.69,"15","6","autumn",0.52,0.83,12.39,"12",12.7869867960572
2012-12-27,5.36,"15","4","winter",0.51,0.84,12.46,"12",11.8428621187046
2012-12-29,11.97,"16","6","winter",0.59,0.83,12.5,"12",11.6741681163221
2011-12-13,12.08,"15","2","autumn",0.42,0.75,12.55,"12",11.9574464294643
2012-12-06,0.37,"15","4","autumn",0.43,0.84,12.55,"12",13.0057500015738
2011-12-08,12.89,"15","4","autumn",0.53,0.81,12.59,"12",11.5251496988024
2013-12-06,5.72,"15","5","autumn",0.38,0.7,12.67,"12",11.6051751948828
2013-12-22,10.07,"15","7","autumn",0.25,0.73,12.68,"12",11.942015860701
2011-12-03,11.42,"15","6","autumn",0.54,0.79,12.7,"12",10.7802727290909
2012-12-17,6.39,"15","1","autumn",0.32,0.86,12.71,"12",11.9420213495386
2013-12-14,11.33,"15","6","autumn",0.35,0.81,12.73,"12",11.7366547327856
2012-12-23,13.08,"15","7","winter",0.53,0.86,12.73,"12",11.9345226692057
2011-12-15,4.38,"15","4","autumn",0.42,0.77,12.79,"12",12.3070793706349
2012-12-02,2.71,"15","7","autumn",0.31,0.84,12.81,"12",13.7155289448082
2011-12-09,3.99,"15","5","autumn",0.15,0.71,12.83,"12",11.7598369548913
2011-12-28,11.19,"15","3","winter",0.46,0.77,12.83,"12",11.790656326615
2011-12-10,3.14,"15","6","autumn",0.17,0.81,12.83,"12",12.6338009925373
2012-12-07,2.12,"15","5","autumn",0.56,0.8,12.84,"12",12.8279515198806
2012-12-16,7.78,"15","7","autumn",0.39,0.89,12.86,"12",12.7608482267909
2013-12-08,11.24,"15","7","autumn",0.35,0.83,12.87,"12",12.0805413023823
2011-12-20,4.98,"15","2","autumn",0.48,0.81,12.89,"12",12.7091063762918
2012-12-04,4.36,"15","2","autumn",0.21,0.82,12.89,"12",12.2684677032206
2012-12-26,10.18,"15","3","winter",0.39,0.88,12.94,"12",11.6725711951206
2011-12-22,12.14,"15","4","winter",0.38,0.87,12.99,"12",11.8394032659401
2011-12-05,3.13,"15","1","autumn",0.2,0.77,13,"12",10.6097142888889
2011-12-18,1.98,"15","7","autumn",0.22,0.84,13.04,"12",14.7322714275
2012-12-25,6.49,"15","2","winter",0.56,0.89,13.07,"12",12.5093124209066
2011-12-07,5.14,"15","3","autumn",0.29,0.68,13.12,"12",10.8893618453947
2011-12-29,6.46,"15","4","winter",0.45,0.76,13.13,"12",12.1449203962687
2012-12-31,6.97,"16","1","winter",0.38,0.81,13.15,"12",11.9012354854499
2011-12-06,3.77,"15","2","autumn",0.34,0.83,13.15,"12",11.6734166666667
2012-12-15,11.17,"15","6","autumn",0.39,0.86,13.15,"12",12.4537583213821
2011-12-24,5.32,"15","6","winter",0.37,0.8,13.16,"12",13.0653174589947
2012-12-10,2.23,"15","1","autumn",0.27,0.79,13.18,"12",12.5283363466257
2012-12-30,10.9,"16","7","winter",0.37,0.77,13.2,"12",11.9009804086704
2011-12-14,2.88,"15","3","autumn",0.36,0.79,13.2,"12",12.392775862931
2011-12-26,12.91,"15","1","winter",0.81,0.84,13.23,"12",11.0655767219577
2012-12-09,5.37,"15","7","autumn",0.53,0.8,13.33,"12",13.4189907764334
2011-12-31,12.57,"16","6","winter",0.76,0.89,13.33,"12",12.4360218951338
2011-12-04,6.66,"15","7","autumn",0.36,0.82,13.36,"12",12.1631272745455
2013-12-05,10.29,"15","4","autumn",0.44,0.73,13.37,"12",11.8151815876146
2011-12-27,10.33,"15","2","winter",0.85,0.74,13.39,"12",11.4949444444444
2013-12-28,5.34,"15","6","winter",0.11,0.77,13.45,"12",11.3790258671174
2013-12-20,10.42,"15","5","autumn",0.36,0.79,13.82,"12",11.4893173533751
2013-12-19,7.07,"15","4","autumn",0.36,0.78,13.89,"12",11.4442993552142
2011-12-25,11.98,"15","7","winter",0.88,0.83,13.99,"12",12.9494285674603
2013-12-29,4.44,"15","7","winter",0.12,0.84,14.08,"12",11.9735927875759
