"date","Acorn","apparentTemperatureMax","apparentTemperatureMin","sunsetTimeHour","weekday","season","cloudCover","humidity","visibility","month","dewPoint","pressure","energy_sum"
2012-06-08,"ACORN-H",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,9.82748444133333
2012-06-08,"ACORN-I",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,7.76196295555556
2012-06-08,"ACORN-J",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,8.58120635714286
2012-06-08,"ACORN-K",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,8.81073187826087
2012-06-08,"ACORN-L",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,8.48779347554348
2012-06-08,"ACORN-M",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,8.0561481537037
2012-06-08,"ACORN-N",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,8.41167032747253
2012-06-08,"ACORN-O",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,8.10982455614035
2012-06-08,"ACORN-P",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,6.21210464534884
2012-06-08,"ACORN-Q",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,6.99720433544892
2012-06-08,"ACORN-U",17.92,11.02,"20","5","spring",0.38,0.61,13.12,"6",6.44,1009.44,10.6626922846154
2013-08-17,"ACORN-A",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,15.4693154449664
2013-08-17,"ACORN-B",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,9.480041675
2013-08-17,"ACORN-C",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,10.0437397287671
2013-08-17,"ACORN-D",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,9.84868864249084
2013-08-17,"ACORN-E",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,7.51847472554645
2013-08-17,"ACORN-F",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,7.52463525820669
2013-08-17,"ACORN-G",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,7.55377272626263
2013-08-17,"ACORN-H",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,9.4011793706278
2013-08-17,"ACORN-I",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,7.49522916666667
2013-08-17,"ACORN-J",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,8.23865347029703
2013-08-17,"ACORN-K",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,8.60394155779221
2013-08-17,"ACORN-L",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,8.3889509202454
2013-08-17,"ACORN-M",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,8.17857009906542
2013-08-17,"ACORN-N",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,7.89323129387755
2013-08-17,"ACORN-O",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,7.23524742164948
2013-08-17,"ACORN-P",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,5.12294285619048
2013-08-17,"ACORN-Q",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,6.36296926965429
2013-08-17,"ACORN-U",22.42,15.92,"19","6","summer",0.57,0.73,12.76,"8",13.61,1009.48,8.06428261521739
2012-05-04,"ACORN-A",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,16.9944717132075
2012-05-04,"ACORN-B",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,8.65128571428571
2012-05-04,"ACORN-C",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,10.0772894763158
2012-05-04,"ACORN-D",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,12.7894520520548
2012-05-04,"ACORN-E",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,11.0090305247863
2012-05-04,"ACORN-F",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,8.74797992976589
2012-05-04,"ACORN-G",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,9.68637287457627
2012-05-04,"ACORN-H",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,10.1929759944
2012-05-04,"ACORN-I",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,9.87019998666667
2012-05-04,"ACORN-J",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,11.2195405459459
2012-05-04,"ACORN-K",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,10.1867415685393
2012-05-04,"ACORN-L",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,9.38839622358491
2012-05-04,"ACORN-M",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,10.4235555407407
2012-05-04,"ACORN-N",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,8.12281080540541
2012-05-04,"ACORN-O",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,7.547812490625
2012-05-04,"ACORN-P",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,7.7550163852459
2012-05-04,"ACORN-Q",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,7.51304509257294
2012-05-04,"ACORN-U",7.42,2.99,"19","5","spring",0.63,0.73,13.15,"5",2.9,1009.49,8.46872728181818
2013-07-31,"ACORN-A",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,13.7332251688742
2013-07-31,"ACORN-B",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,9.3285416625
2013-07-31,"ACORN-C",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,9.7025578244898
2013-07-31,"ACORN-D",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,10.0744945501818
2013-07-31,"ACORN-E",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,7.56739823744912
2013-07-31,"ACORN-F",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,7.52218608108926
2013-07-31,"ACORN-G",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,7.93592423888889
2013-07-31,"ACORN-H",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,9.26219731278027
2013-07-31,"ACORN-I",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,7.58185415833333
2013-07-31,"ACORN-J",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,8.77941584158416
2013-07-31,"ACORN-K",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,8.42390908701299
2013-07-31,"ACORN-L",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,8.33979141165644
2013-07-31,"ACORN-M",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,7.69612963240741
2013-07-31,"ACORN-N",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,7.65957823061224
2013-07-31,"ACORN-O",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,6.68261855463918
2013-07-31,"ACORN-P",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,4.74705660471698
2013-07-31,"ACORN-Q",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,6.46138392831633
2013-07-31,"ACORN-U",32.42,17.18,"19","3","summer",0.2,0.65,14.08,"7",16.92,1009.49,7.97782978085106
2012-12-21,"ACORN-A",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,22.7003354845161
2012-12-21,"ACORN-B",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,13.486519996
2012-12-21,"ACORN-C",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,13.9543624174497
2012-12-21,"ACORN-D",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,16.9959825153846
2012-12-21,"ACORN-E",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,12.0495424145887
2012-12-21,"ACORN-F",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,10.5533946942563
2012-12-21,"ACORN-G",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,12.0505196053922
2012-12-21,"ACORN-H",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,13.0381108689579
2012-12-21,"ACORN-I",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,10.9626734714286
2012-12-21,"ACORN-J",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,14.4279008936937
2012-12-21,"ACORN-K",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,10.991262204878
2012-12-21,"ACORN-L",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,11.3728328527859
2012-12-21,"ACORN-M",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,12.2948761017699
2012-12-21,"ACORN-N",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,11.057220006
2012-12-21,"ACORN-O",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,9.79501942621359
2012-12-21,"ACORN-P",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,7.10556880642202
2012-12-21,"ACORN-Q",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,7.95098787830303
2012-12-21,"ACORN-U",7.58,4.44,"15","5","autumn",0.44,0.91,12.15,"12",6.22,1009.54,15.1046875020833
2012-07-31,"ACORN-A",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,16.9623106786408
2012-07-31,"ACORN-B",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,9.33115383846154
2012-07-31,"ACORN-C",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,10.3485111088889
2012-07-31,"ACORN-D",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,11.0016783206294
2012-07-31,"ACORN-E",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,7.98909329842313
2012-07-31,"ACORN-F",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,7.79718796887218
2012-07-31,"ACORN-G",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,8.42178625877863
2012-07-31,"ACORN-H",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,9.18431914787234
2012-07-31,"ACORN-I",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,6.84116666666667
2012-07-31,"ACORN-J",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,7.71382192054795
2012-07-31,"ACORN-K",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,8.2790185191358
2012-07-31,"ACORN-L",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,8.0912499990566
2012-07-31,"ACORN-M",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,7.54136231884058
2012-07-31,"ACORN-N",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,7.97374545272727
2012-07-31,"ACORN-O",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,7.97452055068493
2012-07-31,"ACORN-P",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,5.31850476380952
2012-07-31,"ACORN-Q",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,6.62432784848101
2012-07-31,"ACORN-U",22.57,13.69,"19","2","summer",0.41,0.79,11.3,"7",13.95,1009.58,11.2233947315789
2012-09-22,"ACORN-A",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,17.6524912122807
2012-09-22,"ACORN-B",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,9.34293333333333
2012-09-22,"ACORN-C",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,11.3685882323529
2012-09-22,"ACORN-D",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,12.3047152767361
2012-09-22,"ACORN-E",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.91053664875654
2012-09-22,"ACORN-F",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.42002101981982
2012-09-22,"ACORN-G",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,9.11020000344828
2012-09-22,"ACORN-H",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,9.9483786420712
2012-09-22,"ACORN-I",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.3109394
2012-09-22,"ACORN-J",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.75704878902439
2012-09-22,"ACORN-K",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.99814197407407
2012-09-22,"ACORN-L",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.72707264871795
2012-09-22,"ACORN-M",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.32130262236842
2012-09-22,"ACORN-N",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.75232232066116
2012-09-22,"ACORN-O",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,8.369973328
2012-09-22,"ACORN-P",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,5.51834905660377
2012-09-22,"ACORN-Q",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,7.09150441437579
2012-09-22,"ACORN-U",12.31,7.69,"17","6","summer",0.48,0.86,10.62,"9",8.42,1009.6,11.8665384769231
2012-07-03,"ACORN-A",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,16.7962967164835
2012-07-03,"ACORN-B",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,10.06516665
2012-07-03,"ACORN-C",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,10.0668918864865
2012-07-03,"ACORN-D",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,12.0680459727969
2012-07-03,"ACORN-E",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,8.35960176377663
2012-07-03,"ACORN-F",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,7.68363210719064
2012-07-03,"ACORN-G",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,8.40366949491525
2012-07-03,"ACORN-H",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,9.08796385381526
2012-07-03,"ACORN-I",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,6.84164285714286
2012-07-03,"ACORN-J",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,7.27671211515151
2012-07-03,"ACORN-K",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,7.97113244966887
2012-07-03,"ACORN-L",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,8.03298019752475
2012-07-03,"ACORN-M",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,7.5831093765625
2012-07-03,"ACORN-N",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,8.45433662970297
2012-07-03,"ACORN-O",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,7.70740908939394
2012-07-03,"ACORN-P",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,5.48584945698925
2012-07-03,"ACORN-Q",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,6.71609179290682
2012-07-03,"ACORN-U",21.44,16.12,"20","2","summer",0.66,0.85,11.02,"7",15.78,1009.62,7.19860000666667
2011-11-29,"ACORN-D",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,10.497
2011-11-29,"ACORN-E",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,10.4540476333333
2011-11-29,"ACORN-F",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,6.9932380952381
2011-11-29,"ACORN-G",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,11.2146666666667
2011-11-29,"ACORN-H",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,3.973
2011-11-29,"ACORN-K",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,19.80400005
2011-11-29,"ACORN-L",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,7.536
2011-11-29,"ACORN-O",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,1.44
2011-11-29,"ACORN-Q",13.47,3.39,"15","2","autumn",0.6,0.82,12.57,"11",8.61,1009.7,10.6450000125
2013-12-22,"ACORN-A",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,22.4154475643357
2013-12-22,"ACORN-B",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,16.6067825695652
2013-12-22,"ACORN-C",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,14.7614357214286
2013-12-22,"ACORN-D",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,15.9355807784615
2013-12-22,"ACORN-E",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,11.8156966674699
2013-12-22,"ACORN-F",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,11.0790532938871
2013-12-22,"ACORN-G",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,12.2696406260417
2013-12-22,"ACORN-H",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,13.5586912460829
2013-12-22,"ACORN-I",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,11.3220625104167
2013-12-22,"ACORN-J",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,13.6331041635417
2013-12-22,"ACORN-K",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,12.3878410556291
2013-12-22,"ACORN-L",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,11.9880186915888
2013-12-22,"ACORN-M",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,11.8548076846154
2013-12-22,"ACORN-N",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,11.2059513840278
2013-12-22,"ACORN-O",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,9.72065957553191
2013-12-22,"ACORN-P",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,7.36749039038462
2013-12-22,"ACORN-Q",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,8.63702499736842
2013-12-22,"ACORN-U",10.07,1.58,"15","7","autumn",0.25,0.73,12.68,"12",3.57,1009.77,12.4640681659091
2013-03-22,"ACORN-A",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,21.9586298662338
2013-03-22,"ACORN-B",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,13.80416665
2013-03-22,"ACORN-C",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,13.5570810851351
2013-03-22,"ACORN-D",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,16.4589749996429
2013-03-22,"ACORN-E",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,13.033135614944
2013-03-22,"ACORN-F",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,10.8810194034328
2013-03-22,"ACORN-G",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,12.3232920707921
2013-03-22,"ACORN-H",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,12.3140044330377
2013-03-22,"ACORN-I",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,11.8712448979592
2013-03-22,"ACORN-J",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,15.9776759166667
2013-03-22,"ACORN-K",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,11.4256540830189
2013-03-22,"ACORN-L",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,10.8910060401813
2013-03-22,"ACORN-M",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,11.4503423468468
2013-03-22,"ACORN-N",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,10.0226466626667
2013-03-22,"ACORN-O",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,9.87684849292929
2013-03-22,"ACORN-P",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,7.17422018165138
2013-03-22,"ACORN-Q",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,8.55631930532178
2013-03-22,"ACORN-U",0.07,-2.8,"18","5","spring",0.69,0.79,6.1,"3",0.38,1009.8,16.4741250020833
2012-04-26,"ACORN-A",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,17.1451666458333
2012-04-26,"ACORN-B",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,9.14749998333333
2012-04-26,"ACORN-C",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,10.0209999941176
2012-04-26,"ACORN-D",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,11.4962283488189
2012-04-26,"ACORN-E",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,10.933117976264
2012-04-26,"ACORN-F",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,8.71880159206349
2012-04-26,"ACORN-G",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,9.01765385384615
2012-04-26,"ACORN-H",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,9.48558510531915
2012-04-26,"ACORN-I",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,8.30746153846154
2012-04-26,"ACORN-J",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,10.358187484375
2012-04-26,"ACORN-K",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,9.98570423239437
2012-04-26,"ACORN-L",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,9.40113333444445
2012-04-26,"ACORN-M",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,8.02990476190476
2012-04-26,"ACORN-N",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,8.44115385769231
2012-04-26,"ACORN-O",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,8.7034583375
2012-04-26,"ACORN-P",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,9.52857448297872
2012-04-26,"ACORN-Q",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,7.58443580945946
2012-04-26,"ACORN-U",14.84,6.84,"19","4","spring",0.49,0.77,12.92,"4",7.23,1009.84,7.43519999
2013-03-23,"ACORN-A",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,25.222896111039
2013-03-23,"ACORN-B",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,17.5739166291667
2013-03-23,"ACORN-C",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,15.0879727870748
2013-03-23,"ACORN-D",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,18.3384749878571
2013-03-23,"ACORN-E",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,14.4606583283739
2013-03-23,"ACORN-F",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,12.1872910428358
2013-03-23,"ACORN-G",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,13.4529651736318
2013-03-23,"ACORN-H",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,13.8445498915743
2013-03-23,"ACORN-I",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,12.4613673408163
2013-03-23,"ACORN-J",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,17.1264629638889
2013-03-23,"ACORN-K",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,13.3331006207547
2013-03-23,"ACORN-L",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,12.4029787884848
2013-03-23,"ACORN-M",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,12.7729729711712
2013-03-23,"ACORN-N",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,11.143533338
2013-03-23,"ACORN-O",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,10.6502626252525
2013-03-23,"ACORN-P",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,7.61227523302752
2013-03-23,"ACORN-Q",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,9.30465099034653
2013-03-23,"ACORN-U",-2.27,-4.48,"18","6","spring",0.85,0.92,3.73,"3",0.43,1009.85,17.5745624625
2013-09-27,"ACORN-A",18.36,12.43,"17","5","autumn",0.17,0.81,9.78,"9",11.73,1009.88,15.8529121641892
